hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,educ_head,year,month,survey_wgt,ea,hhsize,headwork,educ_head2
8810-001-01,14,145,Rural,1,2,36,Male,18,2021,3,2182.98011473261,5,5,1,2
8810-001-01,14,145,Rural,1,2,36,Male,18,2021,3,2182.98011473261,5,5,14,2
8810-001-01,14,145,Rural,1,2,36,Male,18,2021,3,2182.98011473261,5,5,14,2
8810-001-01,14,145,Rural,1,2,36,Male,18,2021,3,2182.98011473261,5,5,17,2
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,10,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,11,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,14,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,1,3
8812-001-01,14,145,Rural,2,3,53,Male,NA,2021,3,1376.21084901355,5,11,17,3
8812-001-02,14,145,Rural,4,5,54,Female,18,2021,3,1094.31569251322,NA,5,1,2
8812-001-02,14,145,Rural,4,5,54,Female,18,2021,3,1094.31569251322,NA,5,1,2
8812-001-02,14,145,Rural,4,5,54,Female,18,2021,3,1094.31569251322,NA,5,1,2
8812-001-02,14,145,Rural,4,5,54,Female,18,2021,3,1094.31569251322,NA,5,1,2
8812-001-02,14,145,Rural,4,5,54,Female,18,2021,3,1094.31569251322,NA,5,14,2
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,1,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,1,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,14,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,14,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,14,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,14,3
8813-001-01,14,145,Rural,4,4,35,Male,24,2021,3,1007.16979180074,5,7,17,3
8814-001-01,14,145,Rural,1,1,44,Male,18,2021,3,1326.61398260615,NA,4,1,2
8814-001-01,14,145,Rural,1,1,44,Male,18,2021,3,1326.61398260615,NA,4,1,2
8814-001-01,14,145,Rural,1,1,44,Male,18,2021,3,1326.61398260615,NA,4,14,2
8814-001-01,14,145,Rural,1,1,44,Male,18,2021,3,1326.61398260615,NA,4,17,2
8814-001-02,14,145,Rural,2,2,42,Female,18,2021,3,970.796741728187,NA,4,7,2
8814-001-02,14,145,Rural,2,2,42,Female,18,2021,3,970.796741728187,NA,4,14,2
8814-001-02,14,145,Rural,2,2,42,Female,18,2021,3,970.796741728187,NA,4,14,2
8814-001-02,14,145,Rural,2,2,42,Female,18,2021,3,970.796741728187,NA,4,NA,2
8814-001-02,14,145,Rural,2,2,42,Female,18,2021,3,970.796741728187,NA,4,17,2
8814-001-03,14,145,Rural,2,3,25,Male,14,2021,3,1588.35327731746,NA,2,1,1
8814-001-03,14,145,Rural,2,3,25,Male,14,2021,3,1588.35327731746,NA,2,1,1
8815-001-01,14,145,Rural,3,4,35,Male,18,2021,3,3663.27905092043,NA,2,10,2
8815-001-01,14,145,Rural,3,4,35,Male,18,2021,3,3663.27905092043,NA,2,1,2
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,7,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,1,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,11,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,1,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,14,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,14,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,17,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,17,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,17,1
8816-001-01,14,145,Rural,2,3,46,Male,14,2021,3,1392.74144311749,NA,10,14,1
8818-001-01,14,145,Rural,3,3,52,Male,18,2021,3,3196.37641617957,NA,2,1,2
8818-001-01,14,145,Rural,3,3,52,Male,18,2021,3,3196.37641617957,NA,2,1,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,1,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,1,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,NA,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,14,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,NA,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,1,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,14,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,NA,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,NA,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,NA,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,1,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,9,2
8828-001-01,14,147,Rural,4,5,54,Male,18,2021,7,4699.49020086428,NA,8,1,2
8828-001-03,14,147,Rural,4,5,31,Male,22,2021,7,4054.66625030368,NA,4,10,3
8828-001-03,14,147,Rural,4,5,31,Male,22,2021,7,4054.66625030368,NA,4,1,3
8828-001-03,14,147,Rural,4,5,31,Male,22,2021,7,4054.66625030368,NA,4,14,3
8828-001-03,14,147,Rural,4,5,31,Male,22,2021,7,4054.66625030368,NA,4,17,3
8828-001-07,14,147,Rural,4,4,22,Male,17,2021,7,4392.38662521759,NA,3,1,1
8828-001-07,14,147,Rural,4,4,22,Male,17,2021,7,4392.38662521759,NA,3,1,1
8828-001-07,14,147,Rural,4,4,22,Male,17,2021,7,4392.38662521759,NA,3,17,1
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,1,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,1,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,16,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,14,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,14,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,14,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,14,3
8829-001-01,14,147,Rural,2,3,46,Male,24,2021,7,1897.19814890449,2,7,NA,3
8830-001-01,14,147,Rural,3,4,71,Female,14,2021,7,4905.41743086511,NA,1,16,1
8831-001-01,14,147,Rural,4,5,28,Male,24,2021,7,6088.75582381899,NA,3,5,3
8831-001-01,14,147,Rural,4,5,28,Male,24,2021,7,6088.75582381899,NA,3,1,3
8831-001-01,14,147,Rural,4,5,28,Male,24,2021,7,6088.75582381899,NA,3,17,3
8832-001-01,14,144,Rural,4,5,71,Female,NA,2021,9,5128.54722663722,NA,1,1,3
8832-001-02,14,144,Rural,3,3,31,Male,18,2021,9,3633.10558513096,NA,5,1,2
8832-001-02,14,144,Rural,3,3,31,Male,18,2021,9,3633.10558513096,NA,5,1,2
8832-001-02,14,144,Rural,3,3,31,Male,18,2021,9,3633.10558513096,NA,5,14,2
8832-001-02,14,144,Rural,3,3,31,Male,18,2021,9,3633.10558513096,NA,5,14,2
8832-001-02,14,144,Rural,3,3,31,Male,18,2021,9,3633.10558513096,NA,5,17,2
8833-001-01,14,147,Rural,2,3,33,Male,24,2021,7,3718.87192716546,2,5,1,3
8833-001-01,14,147,Rural,2,3,33,Male,24,2021,7,3718.87192716546,2,5,1,3
8833-001-01,14,147,Rural,2,3,33,Male,24,2021,7,3718.87192716546,2,5,14,3
8833-001-01,14,147,Rural,2,3,33,Male,24,2021,7,3718.87192716546,2,5,14,3
8833-001-01,14,147,Rural,2,3,33,Male,24,2021,7,3718.87192716546,2,5,17,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,1,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,1,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,14,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,14,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,14,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,14,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,1,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,17,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,17,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,17,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,14,3
8834-001-01,14,147,Rural,1,1,54,Female,NA,2021,7,3315.23909604368,NA,12,1,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,1,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,11,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,14,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,14,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,11,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,17,3
8835-001-01,14,147,Rural,1,1,35,Male,NA,2021,7,3105.2252988086602,2,7,17,3
8835-001-04,14,147,Rural,3,4,27,Male,18,2021,7,4387.84713989538,NA,3,10,2
8835-001-04,14,147,Rural,3,4,27,Male,18,2021,7,4387.84713989538,NA,3,11,2
8835-001-04,14,147,Rural,3,4,27,Male,18,2021,7,4387.84713989538,NA,3,17,2
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,1,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,11,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,11,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,11,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,14,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,14,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,14,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,17,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,12,3
8847-001-01,14,147,Rural,1,2,44,Male,NA,2021,7,946.09415139131,NA,10,14,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,15,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,1,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,NA,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,14,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,14,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,1,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,NA,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,17,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,17,3
8848-001-01,14,147,Rural,3,3,48,Female,NA,2021,7,4301.42133214244,NA,8,17,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,NA,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,17,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,1,3
8849-001-02,14,147,Rural,1,2,46,Female,NA,2021,7,1925.37566692073,0,12,17,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,17,3
8849-001-06,14,147,Rural,2,2,65,Female,NA,2021,7,2334.16890031928,NA,8,1,3
8850-001-02,17,176,Rural,2,3,36,Female,NA,2021,9,1706.8890630496,NA,5,1,3
8850-001-02,17,176,Rural,2,3,36,Female,NA,2021,9,1706.8890630496,NA,5,14,3
8850-001-02,17,176,Rural,2,3,36,Female,NA,2021,9,1706.8890630496,NA,5,12,3
8850-001-02,17,176,Rural,2,3,36,Female,NA,2021,9,1706.8890630496,NA,5,12,3
8850-001-02,17,176,Rural,2,3,36,Female,NA,2021,9,1706.8890630496,NA,5,17,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,1,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,1,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,14,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,14,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,16,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,17,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,NA,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,17,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,17,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,1,3
8851-001-01,14,147,Rural,2,2,36,Male,NA,2021,7,2828.80486564472,NA,10,17,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,14,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,14,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,14,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,16,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,1,3
8853-001-02,14,147,Rural,1,1,56,Female,NA,2021,7,2018.98351202651,NA,19,14,3
