hhid,groupcode,groupname,grpcons,cons
1273-001-01,1,Cereals and cereal products,281.1795290121668,1
1273-001-01,2,Starches,57.44068859792956,1
1273-001-01,3,"Pulses, dry",41.21777370708019,1
1273-001-01,4,Vegetables,30.317084584227786,1
1273-001-01,5,Fruits,1.1656673276164937,1
1273-001-01,6,NA,NA,0
1273-001-01,7,Sugar and sweets,33.360283103138435,1
1273-001-01,8,NA,NA,0
1273-001-01,9,"Meat, meat products and fish",26.389252621386795,1
1273-001-01,10,NA,NA,0
1273-001-01,11,Oil and fats,13.024807674411049,1
1273-001-01,12,NA,NA,0
1273-001-01,13,Spices and other foods,2.688166234902631,1
1285-001-02,1,Cereals and cereal products,379.07456051518864,1
1285-001-02,2,Starches,160.97686816398422,1
1285-001-02,3,"Pulses, dry",7.962296704885241,1
1285-001-02,4,Vegetables,75.07925151034098,1
1285-001-02,5,Fruits,14.600857290186262,1
1285-001-02,6,Beverages,37.839949622933965,1
1285-001-02,7,Sugar and sweets,8.654670331397002,1
1285-001-02,8,Nuts and seeds,8.74212975813437,1
1285-001-02,9,"Meat, meat products and fish",69.9173734981639,1
1285-001-02,10,Eggs,5.240575979067512,1
1285-001-02,11,Oil and fats,31.503000006285085,1
1285-001-02,12,NA,NA,0
1285-001-02,13,Spices and other foods,8.550984125595178,1
1286-001-01,1,Cereals and cereal products,245.02575497442035,1
1286-001-01,2,Starches,70.16199329187216,1
1286-001-01,3,"Pulses, dry",49.201958830204894,1
1286-001-01,4,Vegetables,106.011816982501,1
1286-001-01,5,Fruits,108.6316343968198,1
1286-001-01,6,Beverages,36.8867085350046,1
1286-001-01,7,Sugar and sweets,49.20195883020489,1
1286-001-01,8,Nuts and seeds,17.925094913792897,1
1286-001-01,9,"Meat, meat products and fish",30.58241203817129,1
1286-001-01,10,NA,NA,0
1286-001-01,11,Oil and fats,22.411492247158325,1
1286-001-01,12,Milk and milk products,25.954033282933075,1
1286-001-01,13,Spices and other foods,19.091325559244535,1
1289-001-01,1,Cereals and cereal products,176.98689009731504,1
1289-001-01,2,Starches,21.510133764492448,1
1289-001-01,3,"Pulses, dry",8.679527659356602,1
1289-001-01,4,Vegetables,31.470177466550304,1
1289-001-01,5,NA,NA,0
1289-001-01,6,Beverages,0.22642246067886787,1
1289-001-01,7,Sugar and sweets,18.868538389905655,1
1289-001-01,8,NA,NA,0
1289-001-01,9,"Meat, meat products and fish",2.4906470674675463,1
1289-001-01,10,NA,NA,0
1289-001-01,11,Oil and fats,4.297309618301012,1
1289-001-01,12,NA,NA,0
1289-001-01,13,Spices and other foods,2.8302807584858485,1
1291-001-01,1,Cereals and cereal products,503.000203058335,1
1291-001-01,2,Starches,121.41754234890794,1
1291-001-01,3,"Pulses, dry",22.295450574178247,1
1291-001-01,4,Vegetables,85.85635804088624,1
1291-001-01,5,Fruits,19.952280432323565,1
1291-001-01,6,NA,NA,0
1291-001-01,7,Sugar and sweets,20.1200081223334,1
1291-001-01,8,Nuts and seeds,46.87135329507494,1
1291-001-01,9,"Meat, meat products and fish",30.850679120911217,1
1291-001-01,10,Eggs,28.007051306288094,1
1291-001-01,11,Oil and fats,12.219551599630483,1
1291-001-01,12,NA,NA,0
1291-001-01,13,Spices and other foods,19.316523905902685,1
1294-001-01,1,Cereals and cereal products,366.18075309244114,1
1294-001-01,2,Starches,186.1848617836215,1
1294-001-01,3,"Pulses, dry",17.076014430043642,1
1294-001-01,4,Vegetables,245.02688176185063,1
1294-001-01,5,Fruits,104.1177879295969,1
1294-001-01,6,Beverages,37.73724747010411,1
1294-001-01,7,Sugar and sweets,25.787376978340927,1
1294-001-01,8,Nuts and seeds,90.08685377160498,1
1294-001-01,9,"Meat, meat products and fish",77.77355687943115,1
1294-001-01,10,Eggs,35.896028753850565,1
1294-001-01,11,Oil and fats,11.733256525145121,1
1294-001-01,12,Milk and milk products,86.02668959974532,1
1294-001-01,13,Spices and other foods,5.157475395668185,1
1305-001-01,1,Cereals and cereal products,827.1438550588831,1
1305-001-01,2,Starches,359.80757695061413,1
1305-001-01,3,"Pulses, dry",137.85730917648056,1
1305-001-01,4,Vegetables,489.7828619420136,1
1305-001-01,5,Fruits,273.10544219471353,1
1305-001-01,6,Beverages,3.4464327294120127,1
1305-001-01,7,Sugar and sweets,68.92865458824026,1
1305-001-01,8,NA,NA,0
1305-001-01,9,"Meat, meat products and fish",395.4620408009963,1
1305-001-01,10,Eggs,23.987171796707607,1
1305-001-01,11,Oil and fats,62.794004329886874,1
1305-001-01,12,Milk and milk products,520.8249140687434,1
1305-001-01,13,Spices and other foods,13.785730917648051,1
1306-001-01,1,Cereals and cereal products,182.96683291433,1
1306-001-01,2,Starches,3.917642775342125,1
1306-001-01,3,"Pulses, dry",7.126934924261248,1
1306-001-01,4,Vegetables,115.59550997096296,1
1306-001-01,5,Fruits,10.9780099748598,1
1306-001-01,6,Beverages,31.371277916393474,1
1306-001-01,7,Sugar and sweets,10.76275487731353,1
1306-001-01,8,Nuts and seeds,10.74260619423587,1
1306-001-01,9,"Meat, meat products and fish",95.23566910301945,1
1306-001-01,10,NA,NA,0
1306-001-01,11,Oil and fats,9.804869693232627,1
1306-001-01,12,NA,NA,0
1306-001-01,13,Spices and other foods,2.1525509754627064,1
1307-001-01,1,Cereals and cereal products,256.5767768470471,1
1307-001-01,2,NA,NA,0
1307-001-01,3,"Pulses, dry",19.836187789855746,1
1307-001-01,4,Vegetables,126.26374870761174,1
1307-001-01,5,Fruits,38.84045137468605,1
1307-001-01,6,Beverages,0.9055650947542839,1
1307-001-01,7,Sugar and sweets,10.780536842312904,1
1307-001-01,8,Nuts and seeds,13.988461331084755,1
1307-001-01,9,"Meat, meat products and fish",39.673040995144845,1
1307-001-01,10,NA,NA,0
1307-001-01,11,Oil and fats,19.64213812669411,1
1307-001-01,12,NA,NA,0
1307-001-01,13,Spices and other foods,4.312214736925162,1
1309-001-01,1,Cereals and cereal products,892.7953124818422,1
1309-001-01,2,Starches,455.28610514837305,1
1309-001-01,3,"Pulses, dry",140.1916220609693,1
1309-001-01,4,Vegetables,295.0346873476176,1
1309-001-01,5,Fruits,125.32242359896655,1
1309-001-01,6,Beverages,81.10387582799652,1
1309-001-01,7,Sugar and sweets,16.102262513499944,1
1309-001-01,8,NA,NA,0
1309-001-01,9,"Meat, meat products and fish",85.09028057245945,1
1309-001-01,10,Eggs,5.6035873546979795,1
1309-001-01,11,Oil and fats,39.07482369942653,1
1309-001-01,12,Milk and milk products,67.95154780696976,1
1309-001-01,13,Spices and other foods,18.284930560868155,1
1312-001-01,1,Cereals and cereal products,358.85172176805145,1
1312-001-01,2,Starches,76.28891305201992,1
1312-001-01,3,NA,NA,0
1312-001-01,4,Vegetables,273.3341581201906,1
1312-001-01,5,NA,NA,0
1312-001-01,6,NA,NA,0
1312-001-01,7,Sugar and sweets,45.72524487360492,1
1312-001-01,8,Nuts and seeds,22.86262243680246,1
1312-001-01,9,"Meat, meat products and fish",40.43559089742202,1
1312-001-01,10,NA,NA,0
1312-001-01,11,Oil and fats,24.993418847912448,1
1312-001-01,12,NA,NA,0
1312-001-01,13,Spices and other foods,14.897598837103342,1
1323-001-01,1,Cereals and cereal products,381.5350807686697,1
1323-001-01,2,Starches,46.76529989993122,1
1323-001-01,3,"Pulses, dry",10.90100230767628,1
1323-001-01,4,Vegetables,63.76128586649488,1
1323-001-01,5,Fruits,49.29433243531213,1
1323-001-01,6,NA,NA,0
1323-001-01,7,Sugar and sweets,16.351503461514415,1
1323-001-01,8,NA,NA,0
1323-001-01,9,NA,NA,0
1323-001-01,10,NA,NA,0
1323-001-01,11,Oil and fats,9.919912099985412,1
1323-001-01,12,NA,NA,0
1323-001-01,13,Spices and other foods,4.360400923070511,1
1325-001-01,1,Cereals and cereal products,481.98876978876416,1
1325-001-01,2,Starches,44.75610005181381,1
1325-001-01,3,"Pulses, dry",17.041745788959876,1
1325-001-01,4,Vegetables,227.73969372519105,1
1325-001-01,5,Fruits,30.64071465085715,1
1325-001-01,6,Beverages,1.4459663093662924,1
1325-001-01,7,Sugar and sweets,68.85553854125202,1
1325-001-01,8,NA,NA,0
1325-001-01,9,"Meat, meat products and fish",60.24859622359552,1
1325-001-01,10,Eggs,5.398274221634159,1
1325-001-01,11,Oil and fats,15.681848902770147,1
1325-001-01,12,Milk and milk products,36.32129658051044,1
1325-001-01,13,Spices and other foods,10.328330781187804,1
1325-001-05,1,Cereals and cereal products,464.3265734027801,1
1325-001-05,2,Starches,44.28961161688057,1
1325-001-05,3,NA,NA,0
1325-001-05,4,Vegetables,349.7565915606822,1
1325-001-05,5,Fruits,263.93119997865796,1
1325-001-05,6,Beverages,2.8573942978632627,1
1325-001-05,7,Sugar and sweets,35.71742872329078,1
1325-001-05,8,Nuts and seeds,71.43485744658156,1
1325-001-05,9,"Meat, meat products and fish",149.55838236542877,1
1325-001-05,10,NA,NA,0
1325-001-05,11,Oil and fats,65.0771551338358,1
1325-001-05,12,NA,NA,0
1325-001-05,13,Spices and other foods,48.2927672914177,1
1328-001-01,1,Cereals and cereal products,239.87204087558027,1
1328-001-01,2,Starches,109.2017466086079,1
1328-001-01,3,"Pulses, dry",14.99200255472377,1
1328-001-01,4,Vegetables,146.2853804262962,1
1328-001-01,5,Fruits,15.48259206208314,1
1328-001-01,6,Beverages,0.7496001277361882,1
1328-001-01,7,Sugar and sweets,7.496001277361883,1
1328-001-01,8,NA,NA,0
1328-001-01,9,NA,NA,0
1328-001-01,10,NA,NA,0
1328-001-01,11,Oil and fats,13.65771432735335,1
1328-001-01,12,NA,NA,0
1328-001-01,13,Spices and other foods,15.401079509469632,1
1329-001-01,1,Cereals and cereal products,31.605022975403195,1
1329-001-01,2,NA,NA,0
1329-001-01,3,NA,NA,0
1329-001-01,4,Vegetables,17.79342803294528,1
1329-001-01,5,NA,NA,0
1329-001-01,6,NA,NA,0
1329-001-01,7,Sugar and sweets,3.160502297540319,1
1329-001-01,8,Nuts and seeds,7.886464001428608,1
1329-001-01,9,NA,NA,0
1329-001-01,10,NA,NA,0
1329-001-01,11,Oil and fats,5.7584351861184615,1
1329-001-01,12,NA,NA,0
1329-001-01,13,Spices and other foods,3.160502297540319,1
1331-001-01,1,Cereals and cereal products,227.89483232647856,1
1331-001-01,2,Starches,162.06478045321762,1
1331-001-01,3,"Pulses, dry",17.53037171742143,1
1331-001-01,4,Vegetables,218.03274084202985,1
1331-001-01,5,NA,NA,0
1331-001-01,6,Beverages,73.73449648064627,1
1331-001-01,7,Sugar and sweets,17.530371717421428,1
1331-001-01,8,Nuts and seeds,49.35951009201872,1
1331-001-01,9,"Meat, meat products and fish",86.57329945854777,1
1331-001-01,10,NA,NA,0
1331-001-01,11,Oil and fats,31.905276525707,1
1331-001-01,12,NA,NA,0
1331-001-01,13,Spices and other foods,8.765185858710714,1
1332-001-01,1,Cereals and cereal products,175.65423420090218,1
1332-001-01,2,Starches,210.78508104108263,1
1332-001-01,3,"Pulses, dry",15.968566745536569,1
1332-001-01,4,Vegetables,193.5869714088711,1
1332-001-01,5,Fruits,115.46121582933466,1
1332-001-01,6,Beverages,69.81776752483496,1
1332-001-01,7,Sugar and sweets,7.984283372768282,1
1332-001-01,8,NA,NA,0
1332-001-01,9,"Meat, meat products and fish",52.69627026027066,1
1332-001-01,10,NA,NA,0
1332-001-01,11,Oil and fats,14.547364305183809,1
1332-001-01,12,Milk and milk products,53.27113866310997,1
1332-001-01,13,Spices and other foods,21.590755700642106,1
1333-001-01,1,Cereals and cereal products,373.68254036392415,1
1333-001-01,2,Starches,133.45805012997292,1
1333-001-01,3,"Pulses, dry",48.87480703794937,1
1333-001-01,4,Vegetables,139.13842136905978,1
1333-001-01,5,Fruits,282.9821405327896,1
1333-001-01,6,Beverages,48.62544056485564,1
1333-001-01,7,Sugar and sweets,26.69161002599458,1
1333-001-01,8,Nuts and seeds,13.320820666639097,1
1333-001-01,9,"Meat, meat products and fish",6.672902506498645,1
1333-001-01,10,NA,NA,0
1333-001-01,11,Oil and fats,24.28936512365507,1
1333-001-01,12,NA,NA,0
1333-001-01,13,Spices and other foods,3.3364512532493227,1
1342-001-01,1,Cereals and cereal products,297.7208763637525,1
1342-001-01,2,Starches,69.22010375457245,1
1342-001-01,3,NA,NA,0
1342-001-01,4,Vegetables,86.08578149977971,1
1342-001-01,5,Fruits,26.794878872737723,1
1342-001-01,6,Beverages,0.5210115336365668,1
1342-001-01,7,Sugar and sweets,24.810073030312708,1
1342-001-01,8,Nuts and seeds,16.71544803312947,1
1342-001-01,9,"Meat, meat products and fish",53.96190884093014,1
1342-001-01,10,NA,NA,0
1342-001-01,11,Oil and fats,11.300988265307438,1
1342-001-01,12,NA,NA,0
1342-001-01,13,Spices and other foods,4.962014606062541,1
1344-001-01,1,Cereals and cereal products,303.0972900914686,1
1344-001-01,2,Starches,121.63000931412482,1
1344-001-01,3,"Pulses, dry",19.554663876868947,1
1344-001-01,4,Vegetables,177.13695213904128,1
1344-001-01,5,Fruits,128.317704360014,1
1344-001-01,6,Beverages,1.368826471380826,1
1344-001-01,7,Sugar and sweets,132.73705839618637,1
1344-001-01,8,NA,NA,0
1344-001-01,9,"Meat, meat products and fish",25.93876941000614,1
1344-001-01,10,NA,NA,0
1344-001-01,11,Oil and fats,17.814298791827607,1
1344-001-01,12,NA,NA,0
1344-001-01,13,Spices and other foods,9.777331938434472,1
1345-001-01,1,Cereals and cereal products,300.4474370261139,1
1345-001-01,2,Starches,37.03791680580542,1
1345-001-01,3,"Pulses, dry",40.951309527945455,1
1345-001-01,4,Vegetables,94.19427999477423,1
1345-001-01,5,Fruits,30.993743193355947,1
1345-001-01,6,NA,NA,0
1345-001-01,7,Sugar and sweets,13.338830178314538,1
1345-001-01,8,Nuts and seeds,6.475160280735213,1
1345-001-01,9,"Meat, meat products and fish",37.86409897752017,1
1345-001-01,10,NA,NA,0
1345-001-01,11,Oil and fats,23.569583421876178,1
1345-001-01,12,Milk and milk products,21.601134696532675,1
1345-001-01,13,Spices and other foods,64.75795619438146,1
1346-001-01,1,Cereals and cereal products,456.79650166668546,1
1346-001-01,2,Starches,195.7995913962202,1
1346-001-01,3,"Pulses, dry",41.526954696971416,1
1346-001-01,4,Vegetables,206.7527728240746,1
1346-001-01,5,Fruits,141.83392953568259,1
1346-001-01,6,Beverages,1.038173867424285,1
1346-001-01,7,Sugar and sweets,20.763477348485704,1
1346-001-01,8,NA,NA,0
1346-001-01,9,"Meat, meat products and fish",42.95201660762134,1
1346-001-01,10,NA,NA,0
1346-001-01,11,Oil and fats,18.915527864470477,1
1346-001-01,12,Milk and milk products,78.44441742257898,1
1346-001-01,13,Spices and other foods,8.30539093939428,1
1347-001-01,1,Cereals and cereal products,69.55728789480558,1
1347-001-01,2,NA,NA,0
1347-001-01,3,NA,NA,0
1347-001-01,4,Vegetables,32.41210980744708,1
1347-001-01,5,Fruits,63.85359028743153,1
1347-001-01,6,Beverages,0.1669374909475334,1
1347-001-01,7,Sugar and sweets,2.7822915157922234,1
1347-001-01,8,NA,NA,0
1347-001-01,9,"Meat, meat products and fish",24.60426440600337,1
1347-001-01,10,NA,NA,0
1347-001-01,11,Oil and fats,2.534667570886715,1
1347-001-01,12,Milk and milk products,5.035947643583924,1
1347-001-01,13,Spices and other foods,1.669374909475334,1
1350-001-01,1,Cereals and cereal products,299.432697133971,1
1350-001-01,2,Starches,60.307287947357146,1
1350-001-01,3,"Pulses, dry",38.70886389179203,1
1350-001-01,4,Vegetables,107.43222079897821,1
1350-001-01,5,Fruits,110.77469249373792,1
1350-001-01,6,Beverages,21.029011057736582,1
1350-001-01,7,Sugar and sweets,35.06237671357974,1
1350-001-01,8,Nuts and seeds,35.696672065172024,1
1350-001-01,9,"Meat, meat products and fish",45.54352310516124,1
1350-001-01,10,NA,NA,0
1350-001-01,11,Oil and fats,25.525410247486047,1
1350-001-01,12,NA,NA,0
1350-001-01,13,Spices and other foods,6.664766655272902,1
1350-001-04,1,NA,NA,0
1350-001-04,2,Starches,49.3446517012065,1
1350-001-04,3,NA,NA,0
1350-001-04,4,Vegetables,48.35775866718238,1
1350-001-04,5,NA,NA,0
1350-001-04,6,NA,NA,0
1350-001-04,7,NA,NA,0
1350-001-04,8,NA,NA,0
1350-001-04,9,NA,NA,0
1350-001-04,10,NA,NA,0
1350-001-04,11,Oil and fats,13.485893309939739,1
1350-001-04,12,NA,NA,0
1350-001-04,13,Spices and other foods,9.868930340241302,1
1361-001-01,1,Cereals and cereal products,541.020171811192,1
1361-001-01,2,Starches,48.19432564984755,1
1361-001-01,3,"Pulses, dry",25.910927768735252,1
1361-001-01,4,Vegetables,465.1538431158936,1
1361-001-01,5,Fruits,136.03237078586002,1
1361-001-01,6,Beverages,0.5182185553747048,1
1361-001-01,7,Sugar and sweets,60.16517427900324,1
1361-001-01,8,NA,NA,0
1361-001-01,9,"Meat, meat products and fish",76.78123017580648,1
1361-001-01,10,Eggs,3.6068011454079456,1
1361-001-01,11,Oil and fats,23.604855197317807,1
1361-001-01,12,Milk and milk products,164.01617277609412,1
1361-001-01,13,Spices and other foods,10.364371107494097,1
1364-001-04,1,Cereals and cereal products,725.3676064694738,1
1364-001-04,2,Starches,122.14254534744043,1
1364-001-04,3,"Pulses, dry",38.893392282061065,1
1364-001-04,4,Vegetables,460.7548944220263,1
1364-001-04,5,Fruits,114.65487973227167,1
1364-001-04,6,Beverages,70.16878639615027,1
1364-001-04,7,Sugar and sweets,46.79791009480476,1
1364-001-04,8,Nuts and seeds,70.06545135410936,1
1364-001-04,9,"Meat, meat products and fish",55.36086411340575,1
1364-001-04,10,Eggs,28.4999272477361,1
1364-001-04,11,Oil and fats,21.29304909313617,1
1364-001-04,12,Milk and milk products,98.74359030003805,1
1364-001-04,13,Spices and other foods,4.679791009480476,1
1366-001-01,1,Cereals and cereal products,379.42207066155265,1
1366-001-01,2,Starches,140.76558821543603,1
1366-001-01,3,"Pulses, dry",18.97110353307764,1
1366-001-01,4,Vegetables,465.075762431654,1
1366-001-01,5,Fruits,254.56564986895546,1
1366-001-01,6,Beverages,2.655954494630868,1
1366-001-01,7,Sugar and sweets,75.88441413231052,1
1366-001-01,8,Nuts and seeds,79.5294704679327,1
1366-001-01,9,"Meat, meat products and fish",114.43197196323113,1
1366-001-01,10,Eggs,16.372821193187317,1
1366-001-01,11,Oil and fats,17.28267531863372,1
1366-001-01,12,Milk and milk products,94.93140207952047,1
1366-001-01,13,Spices and other foods,57.52559792438221,1
1368-001-01,1,Cereals and cereal products,359.8989601955876,1
1368-001-01,2,Starches,256.0424031105752,1
1368-001-01,3,"Pulses, dry",48.34830205794322,1
1368-001-01,4,Vegetables,211.67191073450198,1
1368-001-01,5,Fruits,339.14031551410955,1
1368-001-01,6,Beverages,129.30998259370227,1
1368-001-01,7,Sugar and sweets,54.6669382491374,1
1368-001-01,8,NA,NA,0
1368-001-01,9,"Meat, meat products and fish",104.67779301737988,1
1368-001-01,10,NA,NA,0
1368-001-01,11,Oil and fats,55.407301824396896,1
1368-001-01,12,Milk and milk products,216.96765886076855,1
1368-001-01,13,Spices and other foods,27.594775976589684,1
1380-001-02,1,Cereals and cereal products,360.2510963860837,1
1380-001-02,2,NA,NA,0
1380-001-02,3,"Pulses, dry",22.343663506193057,1
1380-001-02,4,Vegetables,90.14914198824388,1
1380-001-02,5,Fruits,6.017319307333359,1
1380-001-02,6,NA,NA,0
1380-001-02,7,Sugar and sweets,28.334355895534674,1
1380-001-02,8,Nuts and seeds,14.867889663299332,1
1380-001-02,9,NA,NA,0
1380-001-02,10,NA,NA,0
1380-001-02,11,Oil and fats,14.73386506567803,1
1380-001-02,12,NA,NA,0
1380-001-02,13,Spices and other foods,4.047765127933524,1
1383-001-01,1,Cereals and cereal products,590.2355032467095,1
1383-001-01,2,Starches,411.0931256563008,1
1383-001-01,3,"Pulses, dry",30.167592388165158,1
1383-001-01,4,Vegetables,204.50762524053164,1
1383-001-01,5,Fruits,77.43108419443102,1
1383-001-01,6,Beverages,1.3772161742423223,1
1383-001-01,7,Sugar and sweets,49.186291937225796,1
1383-001-01,8,Nuts and seeds,20.12862672135599,1
1383-001-01,9,"Meat, meat products and fish",33.64342368506245,1
1383-001-01,10,NA,NA,0
1383-001-01,11,Oil and fats,44.8087119548127,1
1383-001-01,12,NA,NA,0
1383-001-01,13,Spices and other foods,24.135360878105296,1
1384-001-01,1,Cereals and cereal products,180.5116388483865,1
1384-001-01,2,NA,NA,0
1384-001-01,3,"Pulses, dry",51.57475395668187,1
1384-001-01,4,Vegetables,73.31549161169823,1
1384-001-01,5,Fruits,273.46997537990984,1
1384-001-01,6,Beverages,97.67226904316409,1
1384-001-01,7,Sugar and sweets,52.34837526603208,1
1384-001-01,8,NA,NA,0
1384-001-01,9,"Meat, meat products and fish",6.161341296553907,1
1384-001-01,10,NA,NA,0
1384-001-01,11,Oil and fats,46.933026100580484,1
1384-001-01,12,NA,NA,0
1384-001-01,13,Spices and other foods,7.41655082862702,1
1385-001-01,1,Cereals and cereal products,900.6054233899962,1
1385-001-01,2,Starches,227.9657477955928,1
1385-001-01,3,"Pulses, dry",168.8635168856243,1
1385-001-01,4,Vegetables,468.44049381490106,1
1385-001-01,5,NA,NA,0
1385-001-01,6,NA,NA,0
1385-001-01,7,Sugar and sweets,70.35979870234345,1
1385-001-01,8,NA,NA,0
1385-001-01,9,"Meat, meat products and fish",25.329527532843645,1
1385-001-01,10,NA,NA,0
1385-001-01,11,Oil and fats,51.221933455306036,1
1385-001-01,12,NA,NA,0
1385-001-01,13,Spices and other foods,8.443175844281216,1
1386-001-01,1,Cereals and cereal products,370.3556595118705,1
1386-001-01,2,NA,NA,0
1386-001-01,3,NA,NA,0
1386-001-01,4,Vegetables,85.43236959091419,1
1386-001-01,5,Fruits,19.28193777987742,1
1386-001-01,6,NA,NA,0
1386-001-01,7,NA,NA,0
1386-001-01,8,NA,NA,0
1386-001-01,9,"Meat, meat products and fish",11.823901192857692,1
1386-001-01,10,NA,NA,0
1386-001-01,11,Oil and fats,23.26855212519407,1
1386-001-01,12,NA,NA,0
1386-001-01,13,Spices and other foods,7.662530886452493,1
1387-001-02,1,Cereals and cereal products,836.8675435221983,1
1387-001-02,2,Starches,140.5937473117293,1
1387-001-02,3,"Pulses, dry",20.921688588054963,1
1387-001-02,4,Vegetables,205.42643382008967,1
1387-001-02,5,NA,NA,0
1387-001-02,6,Beverages,348.4716451226433,1
1387-001-02,7,Sugar and sweets,143.1880366966481,1
1387-001-02,8,Nuts and seeds,125.33429668975191,1
1387-001-02,9,"Meat, meat products and fish",240.2631792158187,1
1387-001-02,10,NA,NA,0
1387-001-02,11,Oil and fats,76.15494646052004,1
1387-001-02,12,NA,NA,0
1387-001-02,13,Spices and other foods,16.737350870443965,1
1399-001-01,1,Cereals and cereal products,272.41687505476807,1
1399-001-01,2,Starches,98.99210136605572,1
1399-001-01,3,"Pulses, dry",55.880384626619104,1
1399-001-01,4,Vegetables,63.70248362559977,1
1399-001-01,5,Fruits,17.4054827617492,1
1399-001-01,6,Beverages,0.41910288469964313,1
1399-001-01,7,Sugar and sweets,13.970096156654773,1
1399-001-01,8,Nuts and seeds,13.94394309052686,1
1399-001-01,9,"Meat, meat products and fish",33.052612538166954,1
1399-001-01,10,NA,NA,0
1399-001-01,11,Oil and fats,12.726757598712497,1
1399-001-01,12,NA,NA,0
1399-001-01,13,Spices and other foods,5.588038462661909,1
1401-001-01,1,Cereals and cereal products,353.53852116127035,1
1401-001-01,2,Starches,315.11254120608675,1
1401-001-01,3,"Pulses, dry",36.572950464959,1
1401-001-01,4,Vegetables,212.8164663220936,1
1401-001-01,5,Fruits,237.8535964905455,1
1401-001-01,6,Beverages,0.48763933953278665,1
1401-001-01,7,Sugar and sweets,24.381966976639337,1
1401-001-01,8,Nuts and seeds,18.252241581498247,1
1401-001-01,9,"Meat, meat products and fish",68.13479298249611,1
1401-001-01,10,NA,NA,0
1401-001-01,11,Oil and fats,11.105985957859216,1
1401-001-01,12,Milk and milk products,77.1689254810635,1
1401-001-01,13,Spices and other foods,6.095491744159834,1
1402-001-01,1,Cereals and cereal products,502.1605045995242,1
1402-001-01,2,Starches,431.92046472102754,1
1402-001-01,3,"Pulses, dry",34.407926577683234,1
1402-001-01,4,Vegetables,313.9506338909847,1
1402-001-01,5,Fruits,351.44922518612276,1
1402-001-01,6,Beverages,71.45608261395931,1
1402-001-01,7,Sugar and sweets,20.413696991611854,1
1402-001-01,8,Nuts and seeds,48.22553254628664,1
1402-001-01,9,"Meat, meat products and fish",29.08265470653615,1
1402-001-01,10,NA,NA,0
1402-001-01,11,Oil and fats,17.662865625102956,1
1402-001-01,12,NA,NA,0
1402-001-01,13,Spices and other foods,6.910152901153276,1
1403-001-01,1,Cereals and cereal products,415.95883900062574,1
1403-001-01,2,Starches,50.03291568445861,1
1403-001-01,3,"Pulses, dry",43.32904572923186,1
1403-001-01,4,Vegetables,185.6439528514736,1
1403-001-01,5,Fruits,106.60387192056106,1
1403-001-01,6,Beverages,0.7279279682510952,1
1403-001-01,7,Sugar and sweets,8.66580914584637,1
1403-001-01,8,NA,NA,0
1403-001-01,9,"Meat, meat products and fish",4.36756780950657,1
1403-001-01,10,NA,NA,0
1403-001-01,11,Oil and fats,7.894552131866043,1
1403-001-01,12,NA,NA,0
1403-001-01,13,Spices and other foods,6.932647316677096,1
1407-001-01,1,Cereals and cereal products,652.0637956332172,1
1407-001-01,2,Starches,203.28559973226555,1
1407-001-01,3,"Pulses, dry",60.59217654252012,1
1407-001-01,4,Vegetables,210.3728436021558,1
1407-001-01,5,Fruits,238.95371925591039,1
1407-001-01,6,Beverages,34.803433947561956,1
1407-001-01,7,Sugar and sweets,42.18940704694303,1
1407-001-01,8,Nuts and seeds,14.122570596539717,1
1407-001-01,9,"Meat, meat products and fish",42.54930719248943,1
1407-001-01,10,Eggs,8.197911881515882,1
1407-001-01,11,Oil and fats,14.307083762568904,1
1407-001-01,12,NA,NA,0
1407-001-01,13,Spices and other foods,3.1409624067110657,1
1419-001-01,1,Cereals and cereal products,280.9734049715722,1
1419-001-01,2,Starches,16.55869933299132,1
1419-001-01,3,"Pulses, dry",37.08848945624753,1
1419-001-01,4,Vegetables,364.2539222051462,1
1419-001-01,5,Fruits,110.89083716211383,1
1419-001-01,6,NA,NA,0
1419-001-01,7,Sugar and sweets,37.46312066287629,1
1419-001-01,8,Nuts and seeds,63.312673920260934,1
1419-001-01,9,"Meat, meat products and fish",42.61429975402178,1
1419-001-01,10,Eggs,4.405662989954252,1
1419-001-01,11,Oil and fats,11.945116023358107,1
1419-001-01,12,Milk and milk products,59.285388449001736,1
1419-001-01,13,Spices and other foods,5.619468099431444,1
1420-001-01,1,Cereals and cereal products,222.95296963346019,1
1420-001-01,2,Starches,55.41973816603153,1
1420-001-01,3,"Pulses, dry",42.46723231113528,1
1420-001-01,4,Vegetables,117.08275676629034,1
1420-001-01,5,Fruits,94.06491956916463,1
1420-001-01,6,NA,NA,0
1420-001-01,7,Sugar and sweets,10.897516483360421,1
1420-001-01,8,Nuts and seeds,10.606870347913814,1
1420-001-01,9,"Meat, meat products and fish",5.308404038891909,1
1420-001-01,10,NA,NA,0
1420-001-01,11,Oil and fats,9.671912158861058,1
1420-001-01,12,NA,NA,0
1420-001-01,13,Spices and other foods,2.6542020194459544,1
1421-001-01,1,Cereals and cereal products,723.3907369560758,1
1421-001-01,2,Starches,81.57598525701758,1
1421-001-01,3,"Pulses, dry",76.46311955756863,1
1421-001-01,4,Vegetables,263.53811624260914,1
1421-001-01,5,Fruits,182.66198886805884,1
1421-001-01,6,Beverages,92.70796970670598,1
1421-001-01,7,Sugar and sweets,15.68768947250338,1
1421-001-01,8,Nuts and seeds,30.063976210693756,1
