hhid,groupcode,groupname,grpcons,cons
4501-001-06,12,NA,NA,0
4501-001-06,13,Spices and other foods,10.455556438277139,1
4501-001-07,1,Cereals and cereal products,488.8552611127793,1
4501-001-07,2,Starches,105.87889557759709,1
4501-001-07,3,NA,NA,0
4501-001-07,4,Vegetables,92.7215350742324,1
4501-001-07,5,Fruits,192.44204669171364,1
4501-001-07,6,Beverages,104.50056220724008,1
4501-001-07,7,Sugar and sweets,24.442763055638967,1
4501-001-07,8,Nuts and seeds,11.923299051531203,1
4501-001-07,9,"Meat, meat products and fish",30.404412581404564,1
4501-001-07,10,NA,NA,0
4501-001-07,11,Oil and fats,10.850202136893396,1
4501-001-07,12,Milk and milk products,175.5109620385393,1
4501-001-07,13,Spices and other foods,4.101731864396086,1
4501-001-08,1,Cereals and cereal products,485.9405190611725,1
4501-001-08,2,Starches,11.66257245746814,1
4501-001-08,3,NA,NA,0
4501-001-08,4,Vegetables,42.24895493075536,1
4501-001-08,5,Fruits,149.9473601674475,1
4501-001-08,6,Beverages,0.12495613347287293,1
4501-001-08,7,Sugar and sweets,20.82602224547882,1
4501-001-08,8,NA,NA,0
4501-001-08,9,"Meat, meat products and fish",22.9086244700267,1
4501-001-08,10,NA,NA,0
4501-001-08,11,Oil and fats,18.951680243385727,1
4501-001-08,12,Milk and milk products,73.23817822993385,1
4501-001-08,13,Spices and other foods,1.7355018537899018,1
4501-001-15,1,Cereals and cereal products,327.59979887447656,1
4501-001-15,2,Starches,155.70625734739826,1
4501-001-15,3,"Pulses, dry",28.905864606571466,1
4501-001-15,4,Vegetables,27.460571376242882,1
4501-001-15,5,Fruits,0.6382414905130978,1
4501-001-15,6,Beverages,5.437674896906202,1
4501-001-15,7,Sugar and sweets,19.511458609435735,1
4501-001-15,8,Nuts and seeds,9.635288202190486,1
4501-001-15,9,"Meat, meat products and fish",26.43569568293179,1
4501-001-15,10,Eggs,3.4369073017213467,1
4501-001-15,11,Oil and fats,8.768112263993343,1
4501-001-15,12,NA,NA,0
4501-001-15,13,Spices and other foods,4.817644101095243,1
4502-001-01,1,Cereals and cereal products,881.9514801800831,1
4502-001-01,2,Starches,95.5921604324219,1
4502-001-01,3,"Pulses, dry",28.450047747744623,1
4502-001-01,4,Vegetables,30.228175731978656,1
4502-001-01,5,Fruits,69.97346143653284,1
4502-001-01,6,Beverages,0.28450047747744617,1
4502-001-01,7,Sugar and sweets,7.112511936936154,1
4502-001-01,8,NA,NA,0
4502-001-01,9,"Meat, meat products and fish",29.303549180176955,1
4502-001-01,10,NA,NA,0
4502-001-01,11,Oil and fats,6.479498374548837,1
4502-001-01,12,Milk and milk products,137.49908076484974,1
4502-001-01,13,Spices and other foods,9.957516711710616,1
4502-001-02,1,Cereals and cereal products,287.74232274344456,1
4502-001-02,2,Starches,60.42588777612336,1
4502-001-02,3,"Pulses, dry",66.18073423099226,1
4502-001-02,4,Vegetables,137.39739364046585,1
4502-001-02,5,Fruits,27.682250159533083,1
4502-001-02,6,Beverages,104.83891529157403,1
4502-001-02,7,NA,NA,0
4502-001-02,8,NA,NA,0
4502-001-02,9,"Meat, meat products and fish",75.53235972015419,1
4502-001-02,10,NA,NA,0
4502-001-02,11,Oil and fats,26.2133256019278,1
4502-001-02,12,NA,NA,0
4502-001-02,13,Spices and other foods,8.344527359559892,1
4503-001-01,1,Cereals and cereal products,277.46235256227106,1
4503-001-01,2,Starches,219.79516456532272,1
4503-001-01,3,"Pulses, dry",15.49718549313639,1
4503-001-01,4,Vegetables,71.9567262812318,1
4503-001-01,5,Fruits,81.97012056939309,1
4503-001-01,6,NA,NA,0
4503-001-01,7,NA,NA,0
4503-001-01,8,Nuts and seeds,11.617080579562511,1
4503-001-01,9,"Meat, meat products and fish",23.234161159125023,1
4503-001-01,10,NA,NA,0
4503-001-01,11,Oil and fats,15.874740611972173,1
4503-001-01,12,Milk and milk products,135.64103284697188,1
4503-001-01,13,Spices and other foods,6.970248347737508,1
4515-001-01,1,Cereals and cereal products,506.6668910662681,1
4515-001-01,2,Starches,236.44454916425846,1
4515-001-01,3,"Pulses, dry",56.29632122958536,1
4515-001-01,4,Vegetables,80.37533362892685,1
4515-001-01,5,Fruits,94.84804200760539,1
4515-001-01,6,Beverages,5.629632122958534,1
4515-001-01,7,NA,NA,0
4515-001-01,8,NA,NA,0
4515-001-01,9,"Meat, meat products and fish",9.007411396733655,1
4515-001-01,10,NA,NA,0
4515-001-01,11,NA,NA,0
4515-001-01,12,Milk and milk products,53.17187540134336,1
4515-001-01,13,Spices and other foods,14.074080307396338,1
4516-001-01,1,Cereals and cereal products,465.5363957329519,1
4516-001-01,2,Starches,136.55734274833256,1
4516-001-01,3,"Pulses, dry",19.203376323984266,1
4516-001-01,4,Vegetables,28.155059293434263,1
4516-001-01,5,NA,NA,0
4516-001-01,6,NA,NA,0
4516-001-01,7,NA,NA,0
4516-001-01,8,NA,NA,0
4516-001-01,9,"Meat, meat products and fish",16.87569434531951,1
4516-001-01,10,NA,NA,0
4516-001-01,11,Oil and fats,8.658782987134684,1
4516-001-01,12,NA,NA,0
4516-001-01,13,Spices and other foods,4.8493374555515825,1
4517-001-01,1,Cereals and cereal products,232.33220242476318,1
4517-001-01,2,NA,NA,0
4517-001-01,3,"Pulses, dry",13.666600142633131,1
4517-001-01,4,Vegetables,36.49232574781067,1
4517-001-01,5,Fruits,7.109365394197752,1
4517-001-01,6,NA,NA,0
4517-001-01,7,Sugar and sweets,6.833300071316565,1
4517-001-01,8,NA,NA,0
4517-001-01,9,"Meat, meat products and fish",26.6498702781346,1
4517-001-01,10,NA,NA,0
4517-001-01,11,Oil and fats,18.67540909490817,1
4517-001-01,12,Milk and milk products,239.3568348980766,1
4517-001-01,13,Spices and other foods,5.466640057053252,1
4518-001-01,1,Cereals and cereal products,1126.400388925257,1
4518-001-01,2,NA,NA,0
4518-001-01,3,NA,NA,0
4518-001-01,4,Vegetables,46.46401604316685,1
4518-001-01,5,NA,NA,0
4518-001-01,6,NA,NA,0
4518-001-01,7,NA,NA,0
4518-001-01,8,NA,NA,0
4518-001-01,9,"Meat, meat products and fish",23.936008264661716,1
4518-001-01,10,NA,NA,0
4518-001-01,11,NA,NA,0
4518-001-01,12,NA,NA,0
4518-001-01,13,Spices and other foods,17.60000607695714,1
4519-001-01,1,Cereals and cereal products,382.117896750029,1
4519-001-01,2,NA,NA,0
4519-001-01,3,NA,NA,0
4519-001-01,4,Vegetables,11.487217875585491,1
4519-001-01,5,Fruits,50.949052900003856,1
4519-001-01,6,NA,NA,0
4519-001-01,7,NA,NA,0
4519-001-01,8,Nuts and seeds,14.152514694445516,1
4519-001-01,9,"Meat, meat products and fish",28.305029388891032,1
4519-001-01,10,NA,NA,0
4519-001-01,11,Oil and fats,3.2232352216599667,1
4519-001-01,12,Milk and milk products,35.40959176550269,1
4519-001-01,13,Spices and other foods,1.7690643368056895,1
4519-001-02,1,Cereals and cereal products,575.4846454868891,1
4519-001-02,2,NA,NA,0
4519-001-02,3,NA,NA,0
4519-001-02,4,Vegetables,304.09662806262605,1
4519-001-02,5,NA,NA,0
4519-001-02,6,NA,NA,0
4519-001-02,7,NA,NA,0
4519-001-02,8,NA,NA,0
4519-001-02,9,"Meat, meat products and fish",23.019385819475566,1
4519-001-02,10,NA,NA,0
4519-001-02,11,Oil and fats,45.873319803373654,1
4519-001-02,12,Milk and milk products,23.997709716803275,1
4519-001-02,13,Spices and other foods,14.387116137172228,1
4519-001-05,1,Cereals and cereal products,321.9472514606192,1
4519-001-05,2,NA,NA,0
4519-001-05,3,"Pulses, dry",15.258163576332667,1
4519-001-05,4,Vegetables,88.53564527540647,1
4519-001-05,5,Fruits,43.94351109983808,1
4519-001-05,6,NA,NA,0
4519-001-05,7,Sugar and sweets,15.258163576332665,1
4519-001-05,8,NA,NA,0
4519-001-05,9,"Meat, meat products and fish",4.577449072899799,1
4519-001-05,10,NA,NA,0
4519-001-05,11,Oil and fats,27.76985770892545,1
4519-001-05,12,NA,NA,0
4519-001-05,13,Spices and other foods,6.103265430533066,1
4520-001-01,1,Cereals and cereal products,193.91355830777948,1
4520-001-01,2,NA,NA,0
4520-001-01,3,"Pulses, dry",55.40387380222272,1
4520-001-01,4,Vegetables,65.38829823991092,1
4520-001-01,5,NA,NA,0
4520-001-01,6,Beverages,0.554038738022227,1
4520-001-01,7,Sugar and sweets,13.850968450555674,1
4520-001-01,8,NA,NA,0
4520-001-01,9,"Meat, meat products and fish",23.74055992425243,1
4520-001-01,10,NA,NA,0
4520-001-01,11,Oil and fats,8.832762580919354,1
4520-001-01,12,Milk and milk products,102.28940200735367,1
4520-001-01,13,Spices and other foods,6.925484225277837,1
4520-001-10,1,Cereals and cereal products,804.1269014038629,1
4520-001-10,2,NA,NA,0
4520-001-10,3,"Pulses, dry",52.8426249493967,1
4520-001-10,4,Vegetables,146.76907606271726,1
4520-001-10,5,Fruits,93.16384529121898,1
4520-001-10,6,NA,NA,0
4520-001-10,7,Sugar and sweets,40.206345070193144,1
4520-001-10,8,NA,NA,0
4520-001-10,9,"Meat, meat products and fish",98.2183572429004,1
4520-001-10,10,NA,NA,0
4520-001-10,11,Oil and fats,25.639586251262166,1
4520-001-10,12,NA,NA,0
4520-001-10,13,Spices and other foods,17.23129074436849,1
4521-001-01,1,Cereals and cereal products,295.84398259319096,1
4521-001-01,2,NA,NA,0
4521-001-01,3,"Pulses, dry",62.282943703829694,1
4521-001-01,4,Vegetables,53.18574904078615,1
4521-001-01,5,NA,NA,0
4521-001-01,6,NA,NA,0
4521-001-01,7,NA,NA,0
4521-001-01,8,NA,NA,0
4521-001-01,9,"Meat, meat products and fish",4.204098700008503,1
4521-001-01,10,NA,NA,0
4521-001-01,11,Oil and fats,2.836988085709442,1
4521-001-01,12,Milk and milk products,32.85425280377016,1
4521-001-01,13,Spices and other foods,9.342441555574451,1
4521-001-02,1,Cereals and cereal products,298.2459932982129,1
4521-001-02,2,NA,NA,0
4521-001-02,3,"Pulses, dry",52.26405977797254,1
4521-001-02,4,Vegetables,51.20064485797499,1
4521-001-02,5,NA,NA,0
4521-001-02,6,NA,NA,0
4521-001-02,7,NA,NA,0
4521-001-02,8,NA,NA,0
4521-001-02,9,"Meat, meat products and fish",2.6416073692127426,1
4521-001-02,10,NA,NA,0
4521-001-02,11,Oil and fats,11.644375709771655,1
4521-001-02,12,NA,NA,0
4521-001-02,13,Spices and other foods,7.1010950785288784,1
4521-001-03,1,Cereals and cereal products,624.0702959754848,1
4521-001-03,2,NA,NA,0
4521-001-03,3,"Pulses, dry",29.717633141689756,1
4521-001-03,4,Vegetables,185.78829100514503,1
4521-001-03,5,Fruits,51.35207006883989,1
4521-001-03,6,NA,NA,0
4521-001-03,7,Sugar and sweets,14.858816570844876,1
4521-001-03,8,Nuts and seeds,59.435266283379505,1
4521-001-03,9,"Meat, meat products and fish",44.13068521540928,1
4521-001-03,10,NA,NA,0
4521-001-03,11,Oil and fats,6.768190948019841,1
4521-001-03,12,NA,NA,0
4521-001-03,13,Spices and other foods,14.858816570844876,1
4521-001-04,1,Cereals and cereal products,306.9437643886466,1
4521-001-04,2,NA,NA,0
4521-001-04,3,"Pulses, dry",73.08184866396348,1
4521-001-04,4,Vegetables,70.73185909968036,1
4521-001-04,5,NA,NA,0
4521-001-04,6,Beverages,0.7308184866396348,1
4521-001-04,7,Sugar and sweets,14.616369732792695,1
4521-001-04,8,NA,NA,0
4521-001-04,9,"Meat, meat products and fish",37.57868658301002,1
4521-001-04,10,Eggs,1.9074362501294468,1
4521-001-04,11,Oil and fats,9.320858978601903,1
4521-001-04,12,Milk and milk products,161.91283571501108,1
4521-001-04,13,Spices and other foods,7.308184866396347,1
4522-001-01,1,Cereals and cereal products,716.1861490784148,1
4522-001-01,2,NA,NA,0
4522-001-01,3,NA,NA,0
4522-001-01,4,Vegetables,84.61597546940472,1
4522-001-01,5,NA,NA,0
4522-001-01,6,NA,NA,0
4522-001-01,7,NA,NA,0
4522-001-01,8,NA,NA,0
4522-001-01,9,"Meat, meat products and fish",38.5638695657608,1
4522-001-01,10,NA,NA,0
4522-001-01,11,Oil and fats,4.3914606468010104,1
4522-001-01,12,NA,NA,0
4522-001-01,13,Spices and other foods,6.886405279600142,1
4534-001-01,1,Cereals and cereal products,413.30193815539286,1
4534-001-01,2,NA,NA,0
4534-001-01,3,NA,NA,0
4534-001-01,4,Vegetables,10.200271232139112,1
4534-001-01,5,NA,NA,0
4534-001-01,6,Beverages,0.043145767721249464,1
4534-001-01,7,Sugar and sweets,17.258307088499787,1
4534-001-01,8,NA,NA,0
4534-001-01,9,"Meat, meat products and fish",8.629153544249894,1
4534-001-01,10,NA,NA,0
4534-001-01,11,Oil and fats,5.502811215168157,1
4534-001-01,12,NA,NA,0
4534-001-01,13,Spices and other foods,4.314576772124947,1
4535-001-01,1,Cereals and cereal products,612.9724825145521,1
4535-001-01,2,NA,NA,0
4535-001-01,3,"Pulses, dry",94.45805468257032,1
4535-001-01,4,Vegetables,27.01146304874434,1
4535-001-01,5,NA,NA,0
4535-001-01,6,NA,NA,0
4535-001-01,7,NA,NA,0
4535-001-01,8,NA,NA,0
4535-001-01,9,"Meat, meat products and fish",12.560911526937542,1
4535-001-01,10,NA,NA,0
4535-001-01,11,Oil and fats,5.340062187152047,1
4535-001-01,12,NA,NA,0
4535-001-01,13,Spices and other foods,2.5121823053875083,1
4535-001-03,1,Cereals and cereal products,786.6282416841601,1
4535-001-03,2,Starches,104.19952202989172,1
4535-001-03,3,"Pulses, dry",13.02494025373647,1
4535-001-03,4,Vegetables,79.87455642764493,1
4535-001-03,5,Fruits,84.4016128442123,1
4535-001-03,6,Beverages,46.86129187152147,1
4535-001-03,7,Sugar and sweets,26.987676205741955,1
4535-001-03,8,NA,NA,0
4535-001-03,9,"Meat, meat products and fish",63.76987518619777,1
4535-001-03,10,NA,NA,0
4535-001-03,11,Oil and fats,5.93286028557696,1
4535-001-03,12,NA,NA,0
4535-001-03,13,Spices and other foods,6.512470126868233,1
4537-001-01,1,Cereals and cereal products,677.9484129619984,1
4537-001-01,2,NA,NA,0
4537-001-01,3,NA,NA,0
4537-001-01,4,Vegetables,14.683675303785218,1
4537-001-01,5,NA,NA,0
4537-001-01,6,NA,NA,0
4537-001-01,7,NA,NA,0
4537-001-01,8,NA,NA,0
4537-001-01,9,"Meat, meat products and fish",16.55003344160262,1
4537-001-01,10,NA,NA,0
4537-001-01,11,Oil and fats,10.946667922870978,1
4537-001-01,12,NA,NA,0
4537-001-01,13,Spices and other foods,4.806440361304491,1
4538-001-01,1,Cereals and cereal products,902.3023074851762,1
4538-001-01,2,NA,NA,0
4538-001-01,3,"Pulses, dry",80.12738193744703,1
4538-001-01,4,Vegetables,156.91126675586787,1
4538-001-01,5,NA,NA,0
4538-001-01,6,NA,NA,0
4538-001-01,7,NA,NA,0
4538-001-01,8,Nuts and seeds,121.40512414764702,1
4538-001-01,9,"Meat, meat products and fish",96.39728730822037,1
4538-001-01,10,NA,NA,0
4538-001-01,11,NA,NA,0
4538-001-01,12,NA,NA,0
4538-001-01,13,Spices and other foods,10.117093678970585,1
4539-001-02,1,Cereals and cereal products,211.56964575767577,1
4539-001-02,2,Starches,105.78482287883789,1
4539-001-02,3,NA,NA,0
4539-001-02,4,Vegetables,38.11271815098666,1
4539-001-02,5,Fruits,126.94178745460547,1
4539-001-02,6,NA,NA,0
4539-001-02,7,NA,NA,0
4539-001-02,8,NA,NA,0
4539-001-02,9,"Meat, meat products and fish",8.815401906569823,1
4539-001-02,10,NA,NA,0
4539-001-02,11,NA,NA,0
4539-001-02,12,NA,NA,0
4539-001-02,13,Spices and other foods,3.52616076262793,1
4540-001-01,1,Cereals and cereal products,546.8136323541249,1
4540-001-01,2,NA,NA,0
4540-001-01,3,NA,NA,0
4540-001-01,4,Vegetables,148.85482214084513,1
4540-001-01,5,NA,NA,0
4540-001-01,6,NA,NA,0
4540-001-01,7,NA,NA,0
4540-001-01,8,NA,NA,0
4540-001-01,9,"Meat, meat products and fish",1.9746047835010068,1
4540-001-01,10,NA,NA,0
4540-001-01,11,NA,NA,0
4540-001-01,12,Milk and milk products,88.6749440467606,1
4540-001-01,13,Spices and other foods,7.59463378269618,1
4540-001-02,1,Cereals and cereal products,634.8788686407879,1
4540-001-02,2,NA,NA,0
4540-001-02,3,NA,NA,0
4540-001-02,4,Vegetables,123.44866890237542,1
4540-001-02,5,NA,NA,0
4540-001-02,6,NA,NA,0
4540-001-02,7,NA,NA,0
4540-001-02,8,NA,NA,0
4540-001-02,9,"Meat, meat products and fish",4.585236273516801,1
4540-001-02,10,NA,NA,0
4540-001-02,11,NA,NA,0
4540-001-02,12,NA,NA,0
4540-001-02,13,Spices and other foods,10.581314477346465,1
4543-001-01,1,Cereals and cereal products,304.16420719557584,1
4543-001-01,2,Starches,344.56531101332416,1
4543-001-01,3,"Pulses, dry",93.37064317152992,1
4543-001-01,4,Vegetables,71.6331136891447,1
4543-001-01,5,NA,NA,0
4543-001-01,6,NA,NA,0
4543-001-01,7,NA,NA,0
4543-001-01,8,Nuts and seeds,37.34825726861197,1
4543-001-01,9,NA,NA,0
4543-001-01,10,NA,NA,0
4543-001-01,11,Oil and fats,3.062183613453495,1
4543-001-01,12,Milk and milk products,59.10361712757844,1
4543-001-01,13,Spices and other foods,1.4939302907444785,1
4543-001-04,1,Cereals and cereal products,430.42718214943267,1
4543-001-04,2,Starches,134.1730617672795,1
4543-001-04,3,"Pulses, dry",13.417306176727953,1
4543-001-04,4,Vegetables,19.025212815629665,1
4543-001-04,5,NA,NA,0
4543-001-04,6,NA,NA,0
4543-001-04,7,Sugar and sweets,6.708653088363975,1
4543-001-04,8,NA,NA,0
4543-001-04,9,"Meat, meat products and fish",6.708653088363975,1
4543-001-04,10,NA,NA,0
4543-001-04,11,Oil and fats,4.278108074449707,1
4543-001-04,12,NA,NA,0
4543-001-04,13,Spices and other foods,6.708653088363975,1
4553-001-01,1,Cereals and cereal products,488.0589522340952,1
4553-001-01,2,Starches,58.43243731575098,1
4553-001-01,3,"Pulses, dry",16.829619042555013,1
4553-001-01,4,Vegetables,72.40909933821206,1
4553-001-01,5,NA,NA,0
4553-001-01,6,Beverages,0.3029331427659901,1
4553-001-01,7,Sugar and sweets,16.829619042555006,1
4553-001-01,8,NA,NA,0
4553-001-01,9,"Meat, meat products and fish",56.64849769724015,1
4553-001-01,10,NA,NA,0
4553-001-01,11,Oil and fats,9.199069768660566,1
4553-001-01,12,NA,NA,0
4553-001-01,13,Spices and other foods,8.414809521277503,1
4556-001-01,1,Cereals and cereal products,572.3277747229944,1
4556-001-01,2,NA,NA,0
4556-001-01,3,NA,NA,0
4556-001-01,4,NA,NA,0
4556-001-01,5,NA,NA,0
4556-001-01,6,NA,NA,0
4556-001-01,7,Sugar and sweets,15.897993742305399,1
4556-001-01,8,NA,NA,0
4556-001-01,9,"Meat, meat products and fish",76.31036996306591,1
4556-001-01,10,NA,NA,0
4556-001-01,11,NA,NA,0
4556-001-01,12,NA,NA,0
4556-001-01,13,Spices and other foods,12.718394993844317,1
4557-001-01,1,Cereals and cereal products,320.4018494943398,1
4557-001-01,2,NA,NA,0
4557-001-01,3,NA,NA,0
4557-001-01,4,Vegetables,38.688650262620534,1
4557-001-01,5,Fruits,27.682719796310955,1
4557-001-01,6,NA,NA,0
4557-001-01,7,NA,NA,0
4557-001-01,8,NA,NA,0
4557-001-01,9,"Meat, meat products and fish",28.707434287129065,1
4557-001-01,10,NA,NA,0
4557-001-01,11,Oil and fats,5.1080064855635126,1
4557-001-01,12,Milk and milk products,26.721514247827937,1
4557-001-01,13,Spices and other foods,6.408036989886796,1
4560-001-01,1,Cereals and cereal products,142.83954514392872,1
4560-001-01,2,NA,NA,0
4560-001-01,3,"Pulses, dry",35.709886285982186,1
4560-001-01,4,Vegetables,77.09399111458174,1
4560-001-01,5,NA,NA,0
4560-001-01,6,Beverages,0.7141977257196437,1
4560-001-01,7,Sugar and sweets,11.903295428660726,1
4560-001-01,8,NA,NA,0
4560-001-01,9,"Meat, meat products and fish",11.903295428660726,1
4560-001-01,10,NA,NA,0
4560-001-01,11,Oil and fats,15.181462989713893,1
4560-001-01,12,NA,NA,0
4560-001-01,13,Spices and other foods,4.761318171464291,1
4564-001-01,1,Cereals and cereal products,610.4088700322017,1
4564-001-01,2,Starches,14.192006228248687,1
4564-001-01,3,NA,NA,0
4564-001-01,4,Vegetables,92.73053084435125,1
4564-001-01,5,Fruits,28.033463362564593,1
4564-001-01,6,NA,NA,0
4564-001-01,7,NA,NA,0
4564-001-01,8,Nuts and seeds,21.800316786864347,1
4564-001-01,9,"Meat, meat products and fish",52.84396789135918,1
4564-001-01,10,NA,NA,0
4564-001-01,11,Oil and fats,19.462886820976745,1
4564-001-01,12,NA,NA,0
4564-001-01,13,Spices and other foods,12.208177400644033,1
4572-001-01,1,Cereals and cereal products,470.3750186309715,1
4572-001-01,2,NA,NA,0
4572-001-01,3,"Pulses, dry",29.66431290125206,1
4572-001-01,4,Vegetables,55.9970260274966,1
4572-001-01,5,NA,NA,0
4572-001-01,6,Beverages,0.22398810410998643,1
4572-001-01,7,Sugar and sweets,4.479762082199729,1
4572-001-01,8,NA,NA,0
4572-001-01,9,"Meat, meat products and fish",8.06357174795951,1
4572-001-01,10,NA,NA,0
4572-001-01,11,Oil and fats,7.141860699546918,1
4572-001-01,12,NA,NA,0
4572-001-01,13,Spices and other foods,4.479762082199729,1
4573-001-01,1,Cereals and cereal products,565.449123980203,1
4573-001-01,2,NA,NA,0
4573-001-01,3,"Pulses, dry",109.32016396950594,1
4573-001-01,4,Vegetables,42.73213618220077,1
4573-001-01,5,Fruits,11.308982479604058,1
4573-001-01,6,NA,NA,0
4573-001-01,7,NA,NA,0
4573-001-01,8,NA,NA,0
4573-001-01,9,"Meat, meat products and fish",8.481736859703044,1
4573-001-01,10,NA,NA,0
4573-001-01,11,Oil and fats,8.585402532432749,1
4573-001-01,12,NA,NA,0
4573-001-01,13,Spices and other foods,10.770459504384819,1
4573-001-06,1,Cereals and cereal products,372.9696353551902,1
4573-001-06,2,Starches,179.0254249704913,1
4573-001-06,3,"Pulses, dry",36.76414977072589,1
4573-001-06,4,Vegetables,52.215748949726624,1
4573-001-06,5,NA,NA,0
4573-001-06,6,NA,NA,0
4573-001-06,7,Sugar and sweets,26.64068823965644,1
4573-001-06,8,NA,NA,0
4573-001-06,9,"Meat, meat products and fish",53.28137647931288,1
4573-001-06,10,NA,NA,0
4573-001-06,11,Oil and fats,84.94383445214456,1
4573-001-06,12,NA,NA,0
4573-001-06,13,Spices and other foods,10.656275295862576,1
4574-001-01,1,Cereals and cereal products,318.3319982634486,1
4574-001-01,2,NA,NA,0
4574-001-01,3,"Pulses, dry",13.263833260977028,1
4574-001-01,4,Vegetables,4.212635482402767,1
4574-001-01,5,NA,NA,0
4574-001-01,6,NA,NA,0
4574-001-01,7,NA,NA,0
4574-001-01,8,NA,NA,0
4574-001-01,9,"Meat, meat products and fish",12.070088267489094,1
4574-001-01,10,NA,NA,0
4574-001-01,11,Oil and fats,4.104161606777817,1
4574-001-01,12,NA,NA,0
4574-001-01,13,Spices and other foods,3.3159583152442567,1
4574-001-11,1,Cereals and cereal products,510.97750698834506,1
4574-001-11,2,Starches,235.83577245615925,1
4574-001-11,3,"Pulses, dry",168.75359717974064,1
4574-001-11,4,Vegetables,39.293630757884664,1
4574-001-11,5,NA,NA,0
4574-001-11,6,NA,NA,0
4574-001-11,7,NA,NA,0
4574-001-11,8,NA,NA,0
4574-001-11,9,"Meat, meat products and fish",21.29072945784771,1
4574-001-11,10,NA,NA,0
4574-001-11,11,NA,NA,0
4574-001-11,12,Milk and milk products,152.97880439989532,1
4574-001-11,13,Spices and other foods,6.550993679337758,1
4574-001-14,1,Cereals and cereal products,749.977019341583,1
4574-001-14,2,NA,NA,0
4574-001-14,3,"Pulses, dry",80.76675592909358,1
4574-001-14,4,Vegetables,46.13378308574593,1
4574-001-14,5,Fruits,1.4538016067236839,1
4574-001-14,6,NA,NA,0
4574-001-14,7,Sugar and sweets,11.538107989870507,1
4574-001-14,8,NA,NA,0
4574-001-14,9,NA,NA,0
4574-001-14,10,NA,NA,0
4574-001-14,11,Oil and fats,3.678925732570211,1
4574-001-14,12,NA,NA,0
4574-001-14,13,Spices and other foods,2.884526997467627,1
4575-001-01,1,Cereals and cereal products,639.046443046554,1
4575-001-01,2,Starches,79.88080538081927,1
4575-001-01,3,"Pulses, dry",65.32474751142553,1
4575-001-01,4,Vegetables,36.64612894961776,1
4575-001-01,5,NA,NA,0
4575-001-01,6,Beverages,0.8875645042313252,1
4575-001-01,7,Sugar and sweets,35.502580169253,1
4575-001-01,8,NA,NA,0
4575-001-01,9,"Meat, meat products and fish",72.78028934696866,1
4575-001-01,10,NA,NA,0
4575-001-01,11,Oil and fats,24.257137900642114,1
4575-001-01,12,Milk and milk products,414.5281260561981,1
4575-001-01,13,Spices and other foods,8.87564504231325,1
4575-001-03,1,Cereals and cereal products,407.728999493822,1
4575-001-03,2,NA,NA,0
4575-001-03,3,"Pulses, dry",50.96612493672777,1
4575-001-03,4,Vegetables,137.49941447289746,1
4575-001-03,5,Fruits,56.31756805508417,1
4575-001-03,6,NA,NA,0
4575-001-03,7,Sugar and sweets,12.741531234181938,1
4575-001-03,8,NA,NA,0
4575-001-03,9,"Meat, meat products and fish",35.794602436356726,1
4575-001-03,10,NA,NA,0
4575-001-03,11,Oil and fats,5.571616778083078,1
4575-001-03,12,NA,NA,0
4575-001-03,13,Spices and other foods,6.115934992407331,1
4576-001-01,1,Cereals and cereal products,178.64957617949855,1
4576-001-01,2,NA,NA,0
4576-001-01,3,"Pulses, dry",65.74304403405547,1
4576-001-01,4,Vegetables,107.18974570769913,1
4576-001-01,5,NA,NA,0
4576-001-01,6,NA,NA,0
4576-001-01,7,NA,NA,0
4576-001-01,8,NA,NA,0
4576-001-01,9,NA,NA,0
4576-001-01,10,NA,NA,0
4576-001-01,11,NA,NA,0
4576-001-01,12,NA,NA,0
4576-001-01,13,Spices and other foods,3.572991523589971,1
4577-001-01,1,Cereals and cereal products,728.5408011068653,1
4577-001-01,2,NA,NA,0
4577-001-01,3,"Pulses, dry",28.378164481804976,1
4577-001-01,4,Vegetables,137.13709197305698,1
4577-001-01,5,NA,NA,0
4577-001-01,6,NA,NA,0
4577-001-01,7,NA,NA,0
4577-001-01,8,NA,NA,0
4577-001-01,9,"Meat, meat products and fish",5.142640948989637,1
4577-001-01,10,NA,NA,0
4577-001-01,11,NA,NA,0
4577-001-01,12,NA,NA,0
4577-001-01,13,Spices and other foods,10.713835310395078,1
4579-001-01,1,Cereals and cereal products,189.65663631887176,1
4579-001-01,2,NA,NA,0
4579-001-01,3,"Pulses, dry",26.312598837821508,1
4579-001-01,4,Vegetables,12.490028893142265,1
4579-001-01,5,NA,NA,0
4579-001-01,6,Beverages,54.16963282481951,1
4579-001-01,7,NA,NA,0
4579-001-01,8,NA,NA,0
4579-001-01,9,"Meat, meat products and fish",24.88256629228773,1
4579-001-01,10,NA,NA,0
4579-001-01,11,Oil and fats,5.720130182135111,1
4579-001-01,12,Milk and milk products,108.05325914053225,1
4579-001-01,13,Spices and other foods,5.720130182135111,1
4591-001-01,1,Cereals and cereal products,1102.656644312554,1
4591-001-01,2,Starches,459.44026846356417,1
4591-001-01,3,NA,NA,0
4591-001-01,4,Vegetables,176.4993624908829,1
4591-001-01,5,NA,NA,0
4591-001-01,6,NA,NA,0
4591-001-01,7,NA,NA,0
4591-001-01,8,NA,NA,0
4591-001-01,9,NA,NA,0
4591-001-01,10,NA,NA,0
4591-001-01,11,NA,NA,0
4591-001-01,12,Milk and milk products,230.8140396328858,1
