hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
3913-001-01,9,97,Urban,5,5,38,Male,2021,7,4,1,18,2
3914-001-01,9,97,Urban,4,3,46,Female,2021,3,5,10,18,2
3926-001-01,19,191,Urban,2,1,76,Male,2021,10,4,1,15,1
3928-001-01,19,191,Urban,3,2,45,Female,2022,1,4,10,18,2
3929-001-01,19,191,Urban,3,2,28,Male,2021,10,3,10,24,3
3930-001-01,19,191,Urban,5,5,39,Female,2022,1,1,7,17,1
3931-001-01,19,191,Rural,1,1,59,Male,2021,10,9,NA,NA,3
3932-001-01,19,191,Urban,2,1,54,Male,2021,10,4,1,18,2
3933-001-01,19,191,Urban,3,2,47,Male,2021,10,7,10,18,2
3934-001-01,19,193,Urban,3,1,36,Male,2021,11,4,7,18,2
3945-001-01,19,191,Rural,2,2,70,Female,2021,10,1,1,15,1
3946-001-01,19,191,Rural,5,5,86,Female,2021,10,6,1,NA,3
3946-001-02,19,191,Rural,1,1,26,Male,2021,10,5,2,18,2
3946-001-05,19,191,Rural,1,1,60,Female,2021,10,3,7,NA,3
3947-001-01,19,191,Rural,1,1,47,Female,2021,10,8,1,18,2
3948-001-01,19,191,Rural,1,1,52,Male,2021,10,10,2,18,2
3948-001-04,19,191,Rural,5,5,29,Male,2021,10,1,7,18,2
3948-001-05,19,191,Rural,1,1,29,Male,2021,10,6,10,18,2
3949-001-01,19,191,Rural,1,2,68,Male,2021,10,6,1,18,2
3950-001-01,19,192,Rural,2,2,86,Male,2021,11,2,1,NA,3
3951-001-01,19,191,Rural,1,1,83,Male,2021,10,5,1,15,1
3951-001-11,19,191,Rural,2,3,58,Male,2021,10,5,1,18,2
3966-001-01,19,192,Urban,2,1,40,Male,2021,1,5,1,18,2
3967-001-03,19,193,Rural,4,5,27,Male,2022,1,2,7,24,3
3969-001-01,19,192,Rural,5,5,36,Male,2021,1,6,7,43,3
3970-001-02,19,192,Rural,3,4,64,Female,2021,1,3,10,NA,3
3970-001-03,19,192,Rural,1,1,46,Male,2021,1,13,1,18,2
3972-001-01,19,192,Urban,2,1,34,Male,2021,1,6,1,18,2
3983-001-01,19,193,Urban,5,5,52,Male,2020,12,4,10,18,2
3985-001-01,19,193,Urban,3,2,47,Male,2020,12,7,3,18,2
3987-001-01,19,193,Urban,4,2,41,Male,2020,12,6,7,18,2
3988-001-01,19,193,Urban,4,2,74,Female,2020,12,3,15,NA,3
3988-001-02,19,193,Urban,5,4,35,Male,2021,1,3,7,18,2
3989-001-01,19,193,Urban,1,1,61,Male,2020,12,5,7,NA,3
3990-001-01,19,193,Urban,4,2,42,Male,2020,12,2,7,18,2
3993-001-01,19,193,Urban,2,1,31,Female,2020,12,5,7,18,2
4002-001-01,19,194,Rural,1,2,63,Female,2021,3,5,1,NA,3
4002-001-02,19,194,Rural,1,1,31,Male,2021,3,8,1,16,1
4002-001-05,19,194,Rural,3,4,21,Male,2021,3,1,7,NA,3
4002-001-06,19,194,Rural,2,3,25,Male,2021,3,4,1,NA,3
4003-001-01,19,194,Rural,1,1,67,Male,2021,3,7,1,18,2
4003-001-03,25,255,Rural,2,3,26,Male,2021,10,3,7,14,1
4004-001-01,19,194,Rural,2,3,46,Male,2021,3,9,1,13,1
4005-001-01,19,194,Rural,1,1,47,Male,2021,3,11,1,NA,3
4006-001-01,19,194,Rural,1,1,45,Male,2021,3,11,1,18,2
4007-001-01,5,54,Rural,4,5,45,Male,2021,8,8,1,24,3
4007-001-03,19,194,Rural,2,3,26,Male,2021,3,4,1,17,1
4008-001-01,19,194,Rural,3,4,47,Male,2021,3,3,1,18,2
4012-001-01,19,194,Rural,3,3,81,Female,2021,3,5,1,15,1
4012-001-04,19,194,Rural,1,1,56,Male,2021,3,11,1,18,2
4022-001-01,19,194,Rural,1,1,45,Male,2021,3,8,1,NA,3
4023-001-01,19,194,Rural,1,1,55,Male,2021,3,8,1,NA,3
4024-001-01,19,194,Rural,2,2,62,Male,2021,3,5,1,13,1
4024-001-03,19,194,Rural,1,1,54,Male,2021,10,6,1,NA,3
4025-001-01,19,194,Rural,1,1,77,Male,2021,3,4,1,19,3
4025-001-03,19,194,Rural,2,3,49,Female,2021,3,3,9,18,2
4026-001-01,19,194,Rural,2,3,54,Male,2021,3,9,1,18,2
4027-001-01,19,194,Rural,2,3,75,Female,2021,3,5,1,NA,3
4028-001-01,19,194,Rural,1,2,36,Male,2021,3,4,5,25,3
4032-001-01,23,232,Rural,1,1,53,Female,2021,9,7,1,18,2
4032-001-06,23,176,Rural,1,1,49,Male,2021,9,9,1,NA,3
4032-001-07,23,232,Rural,1,1,42,Male,2021,9,7,1,15,1
4040-001-01,19,195,Rural,2,3,40,Male,2020,12,7,1,13,1
4040-001-06,19,195,Rural,1,1,35,Male,2020,12,13,1,18,2
4041-001-01,19,195,Rural,2,2,60,Male,2020,12,11,1,18,2
4041-001-03,19,195,Rural,5,5,35,Male,2020,12,4,1,18,2
4042-001-01,19,198,Rural,1,1,41,Male,2020,12,7,NA,NA,3
4043-001-01,19,198,Rural,3,4,54,Male,2020,12,14,1,NA,3
4044-001-01,19,198,Rural,2,2,89,Female,2020,12,2,1,NA,3
4044-001-02,19,198,Rural,2,2,67,Male,2020,12,9,1,NA,3
4045-001-02,19,195,Rural,3,4,23,Male,2020,12,7,1,18,2
4046-001-01,19,198,Rural,1,1,53,Male,2020,12,12,1,18,2
4046-001-03,19,191,Rural,1,1,37,Male,2022,1,6,10,24,3
4046-001-05,19,193,Rural,5,5,33,Male,2022,1,3,7,24,3
4047-001-01,19,198,Rural,5,5,78,Male,2020,12,1,1,14,1
4059-001-01,19,196,Urban,4,2,61,Female,2021,10,10,10,18,2
4059-001-02,18,184,Urban,3,2,33,Male,2021,12,2,7,18,2
4060-001-02,19,196,Urban,2,1,39,Female,2021,10,7,10,22,3
4062-001-01,19,196,Urban,4,3,72,Female,2021,10,4,16,15,1
4063-001-02,19,196,Rural,2,3,36,Female,2021,10,2,7,18,2
4064-001-01,19,196,Urban,5,5,52,Female,2021,10,1,NA,NA,3
4065-001-01,20,205,Urban,3,2,90,Female,2022,1,17,16,NA,3
4067-001-01,19,196,Rural,3,4,37,Male,2021,10,4,10,18,2
4078-001-01,19,197,Rural,1,1,43,Female,2021,3,14,1,NA,3
4079-001-01,19,197,Rural,3,4,40,Female,2021,3,4,1,NA,3
4080-001-01,19,197,Rural,1,2,46,Male,2021,3,5,1,15,1
4081-001-01,19,197,Rural,2,2,63,Female,2021,3,6,1,NA,3
4082-001-01,19,197,Rural,4,4,77,Female,2021,3,2,1,NA,3
4083-001-01,19,197,Rural,2,3,84,Female,2021,3,4,1,NA,3
4084-001-01,19,197,Rural,4,4,58,Female,2021,3,8,1,NA,3
4085-001-01,19,197,Rural,2,3,50,Male,2021,3,3,1,15,1
4085-001-02,19,197,Rural,2,2,59,Male,2021,3,6,1,14,1
4097-001-01,22,221,Urban,2,1,42,Female,2021,9,5,10,NA,3
4098-001-01,11,114,Urban,4,4,37,Female,2022,1,1,10,18,2
4099-001-01,22,221,Urban,5,5,46,Female,2022,1,1,10,NA,3
4100-001-01,22,223,Urban,3,2,44,Male,2022,1,2,10,18,2
4100-001-02,22,222,Urban,5,4,56,Female,2021,9,1,1,18,2
4101-001-01,22,221,Urban,2,1,63,Male,2021,9,2,7,13,1
4101-001-03,22,128,Urban,4,3,29,Male,2021,9,1,10,24,3
4102-001-01,22,221,Urban,5,4,42,Male,2021,9,5,10,18,2
4104-001-02,22,221,Urban,5,5,30,Female,2021,9,4,10,43,3
4116-001-01,22,222,Rural,2,2,46,Female,2021,10,6,1,NA,3
4118-001-01,22,222,Rural,2,3,48,Male,2021,10,4,1,12,1
4119-001-03,22,222,Rural,4,4,19,Female,2021,10,1,1,17,1
4120-001-01,22,222,Rural,3,4,76,Male,2021,10,2,1,15,1
4120-001-03,22,222,Rural,3,4,38,Female,2021,10,3,1,16,1
4121-001-02,22,222,Rural,3,4,56,Female,2021,10,3,1,18,2
4122-001-01,22,222,Rural,3,4,76,Female,2021,10,2,1,15,1
4123-001-01,22,222,Rural,2,2,58,Male,2021,10,5,1,NA,3
4136-001-01,22,225,Rural,2,3,29,Male,2021,1,5,10,15,1
4137-001-01,22,225,Rural,2,2,57,Female,2021,1,8,1,NA,3
4137-001-06,22,225,Rural,4,4,42,Male,2021,2,5,1,18,2
4138-001-01,22,225,Rural,2,3,40,Male,2021,2,7,1,18,2
4139-001-01,22,225,Rural,2,3,59,Female,2021,1,8,1,NA,3
4140-001-01,22,225,Rural,3,3,42,Male,2021,1,7,2,18,2
4140-001-03,22,225,Rural,3,4,21,Male,2021,1,3,1,17,1
4141-001-01,22,225,Rural,4,5,65,Male,2021,1,5,2,NA,3
4142-001-01,22,225,Rural,2,3,42,Male,2021,1,7,1,18,2
4154-001-01,6,68,Rural,5,5,43,Male,2021,10,5,1,NA,3
4154-001-03,6,68,Rural,5,5,31,Male,2021,10,3,9,18,2
4155-001-01,6,68,Rural,2,2,69,Female,2021,10,4,1,NA,3
4156-001-01,6,61,Rural,4,5,44,Male,2021,10,1,7,18,2
4156-001-03,6,68,Rural,4,5,20,Female,2021,10,1,10,18,2
4158-001-01,6,61,Rural,5,5,61,Male,2022,1,2,1,18,2
4159-001-01,6,68,Rural,2,3,58,Male,2021,10,7,1,18,2
4159-001-06,6,68,Rural,5,5,29,Male,2021,10,3,9,18,2
4160-001-01,6,61,Rural,2,2,41,Male,2021,10,6,1,16,1
4161-001-01,6,68,Rural,1,2,69,Male,2021,10,8,1,NA,3
4173-001-01,6,62,Rural,4,5,31,Male,2021,11,6,10,22,3
4174-001-02,6,62,Rural,2,3,32,Female,2021,11,4,10,18,2
4175-001-01,6,62,Urban,4,3,72,Male,2021,11,3,10,19,3
4175-001-03,6,62,Urban,3,2,40,Male,2021,11,2,10,18,2
4175-001-04,6,67,Urban,4,3,31,Male,2021,11,4,10,25,3
4176-001-01,6,62,Urban,2,1,70,Male,2021,11,8,1,NA,3
4177-001-01,6,67,Urban,4,2,53,Female,2021,11,2,10,22,3
4178-001-01,6,62,Urban,3,2,60,Male,2021,11,4,10,18,2
4178-001-04,6,62,Urban,3,2,70,Female,2021,11,4,1,15,1
4179-001-01,6,62,Urban,4,4,51,Male,2021,11,4,7,17,1
4180-001-01,6,62,Urban,4,3,53,Male,2021,11,5,10,13,1
4192-001-01,6,63,Rural,3,4,48,Female,2021,2,2,1,18,2
4193-001-01,6,63,Rural,4,5,46,Male,2021,2,4,1,18,2
4195-001-01,6,63,Rural,2,3,73,Male,2021,2,3,1,NA,3
4196-001-01,6,63,Rural,3,3,51,Male,2021,2,4,1,18,2
4196-001-02,6,63,Rural,5,5,48,Female,2021,2,3,10,18,2
4197-001-01,6,63,Rural,3,4,81,Male,2021,2,4,1,NA,3
4197-001-07,7,72,Urban,4,3,49,Male,2021,3,4,10,18,2
4198-001-01,6,63,Rural,1,1,57,Male,2021,2,5,1,18,2
4199-001-01,6,63,Rural,3,4,61,Male,2021,2,2,NA,NA,3
4200-001-01,6,63,Rural,1,1,91,Male,2021,2,8,NA,NA,3
4200-001-03,7,73,Urban,3,2,31,Male,2021,2,3,7,18,2
4211-001-01,6,65,Rural,4,5,60,Male,2021,11,1,1,18,2
4211-001-02,6,65,Rural,3,4,88,Male,2021,11,5,1,NA,3
4211-001-03,6,69,Rural,3,4,51,Female,2022,1,8,1,13,1
4212-001-02,6,69,Rural,3,4,39,Female,2021,11,3,1,18,2
4213-001-01,6,69,Rural,3,3,42,Male,2021,11,9,1,18,2
4214-001-02,6,65,Rural,3,4,30,Male,2021,11,4,1,18,2
4215-001-01,6,65,Rural,5,5,35,Male,2021,11,3,10,24,3
4216-001-01,6,64,Rural,1,2,45,Male,2022,1,7,10,17,1
4217-001-01,6,69,Rural,3,4,39,Male,2021,11,5,1,18,2
4218-001-01,6,69,Rural,5,5,46,Male,2022,1,1,5,43,3
4232-001-01,6,67,Urban,5,4,69,Male,2020,12,18,9,19,3
4232-001-02,6,67,Urban,5,4,47,Female,2020,12,3,7,25,3
4234-001-01,6,67,Urban,5,4,67,Male,2020,12,4,1,25,3
4237-001-01,6,67,Urban,3,2,34,Male,2020,12,9,9,18,2
4238-001-01,6,67,Urban,5,5,52,Female,2020,12,1,10,18,2
4249-001-01,15,151,Rural,3,3,52,Male,2021,1,4,1,18,2
4250-001-01,15,151,Rural,1,1,44,Male,2021,1,7,1,18,2
4251-001-01,15,151,Rural,1,1,40,Male,2021,1,7,1,18,2
4251-001-04,15,151,Rural,2,3,27,Male,2021,1,3,1,25,3
4252-001-01,15,151,Rural,4,4,57,Male,2021,1,8,1,18,2
4252-001-03,15,151,Rural,3,4,22,Male,2021,9,4,1,18,2
4253-001-01,15,151,Rural,1,1,75,Female,2021,1,6,15,NA,3
4254-001-01,15,151,Rural,3,3,68,Female,2021,1,2,1,NA,3
4255-001-01,15,151,Rural,2,3,24,Female,2021,2,4,1,18,2
4270-001-01,15,153,Rural,4,4,36,Male,2021,2,11,1,18,2
4271-001-01,15,153,Rural,1,1,67,Male,2021,2,9,1,18,2
4271-001-02,15,153,Rural,4,4,57,Female,2021,2,2,1,NA,3
4272-001-01,15,153,Rural,1,2,38,Male,2021,2,7,1,15,1
4273-001-01,15,153,Rural,3,3,31,Male,2021,3,6,1,14,1
4274-001-01,15,153,Rural,1,2,36,Male,2021,2,13,1,NA,3
4275-001-01,15,153,Rural,5,5,68,Female,2021,2,1,1,NA,3
4287-001-01,15,154,Urban,3,2,59,Male,2021,11,8,1,32,3
4288-001-01,15,154,Urban,5,4,70,Female,2021,11,4,1,NA,3
4289-001-01,15,154,Urban,4,3,67,Female,2021,11,1,1,18,2
4290-001-01,15,154,Urban,2,1,76,Male,2021,11,8,1,19,3
4291-001-01,15,154,Urban,3,2,39,Male,2021,11,4,10,24,3
4292-001-01,15,151,Urban,3,2,34,Male,2021,12,4,7,24,3
4293-001-01,15,154,Urban,2,1,38,Male,2021,11,8,10,18,2
4306-001-01,10,101,Rural,3,3,48,Male,2021,1,4,1,17,1
4306-001-03,10,101,Rural,4,5,20,Male,2021,1,2,7,16,1
4306-001-04,10,101,Rural,1,2,43,Female,2021,1,5,1,NA,3
4307-001-01,10,101,Rural,1,1,30,Male,2021,1,4,1,18,2
4308-001-01,10,101,Rural,1,1,43,Female,2021,1,9,1,13,1
4309-001-01,10,101,Rural,3,4,58,Male,2021,1,2,1,18,2
4310-001-01,10,101,Rural,1,1,67,Male,2021,3,5,1,NA,3
4310-001-02,10,101,Rural,2,2,49,Female,2021,1,6,1,NA,3
4310-001-04,10,101,Rural,4,4,24,Male,2021,1,3,1,18,2
4311-001-01,10,101,Rural,1,1,54,Male,2021,1,4,1,18,2
4311-001-04,10,101,Rural,1,1,21,Male,2021,1,3,1,NA,3
4312-001-01,10,101,Rural,1,1,51,Male,2021,1,5,1,NA,3
4313-001-01,10,101,Rural,1,1,68,Male,2021,1,4,1,15,1
4325-001-01,10,103,Rural,3,4,37,Female,2021,11,6,5,24,3
4325-001-04,10,103,Rural,3,4,27,Male,2021,11,4,10,18,2
4326-001-01,10,103,Rural,2,2,54,Male,2021,11,9,1,24,3
4328-001-01,10,103,Rural,4,5,45,Male,2021,11,7,1,18,2
4328-001-02,10,103,Rural,2,3,37,Female,2021,11,3,1,18,2
4329-001-01,10,103,Rural,5,5,63,Male,2021,11,1,10,18,2
4330-001-01,10,103,Rural,5,5,29,Male,2021,11,1,1,18,2
4330-001-02,10,103,Rural,5,5,44,Female,2021,11,2,10,24,3
4331-001-01,10,103,Rural,4,4,65,Female,2021,11,2,1,18,2
4331-001-02,10,103,Rural,2,2,33,Male,2021,11,4,1,18,2
4331-001-03,10,103,Rural,4,4,26,Male,2021,11,2,7,18,2
4332-001-01,10,103,Rural,3,4,33,Male,2021,11,5,1,12,1
4344-001-01,10,104,Rural,3,3,65,Female,2022,1,6,11,19,3
4345-001-01,10,104,Urban,5,5,39,Female,2021,10,2,10,18,2
4345-001-02,10,104,Urban,3,2,46,Male,2021,10,8,5,25,3
4346-001-01,10,104,Urban,2,1,40,Male,2021,10,7,1,18,2
4347-001-01,10,104,Urban,3,2,45,Male,2021,10,4,7,18,2
4348-001-01,12,128,Urban,5,5,57,Female,2021,12,2,5,18,2
4349-001-01,10,104,Urban,4,2,63,Male,2021,10,6,1,25,3
4350-001-01,10,104,Urban,4,3,45,Female,2021,10,6,10,18,2
4351-001-01,10,104,Urban,4,3,65,Male,2021,10,1,7,18,2
4363-001-01,10,106,Rural,4,5,39,Male,2020,12,6,2,14,1
4364-001-01,10,106,Rural,2,2,45,Male,2020,12,6,1,18,2
4364-001-02,10,106,Rural,2,3,33,Female,2020,12,3,1,18,2
4365-001-01,10,106,Rural,3,3,47,Female,2020,12,4,1,18,2
4365-001-03,10,106,Rural,3,4,36,Female,2020,12,3,1,18,2
4365-001-05,10,106,Rural,3,4,22,Male,2020,12,2,1,18,2
4366-001-02,10,106,Rural,3,3,53,Female,2020,12,4,1,18,2
4367-001-01,10,106,Rural,3,3,41,Female,2020,12,6,1,17,1
4367-001-02,10,106,Rural,2,2,52,Male,2020,12,10,1,18,2
4368-001-02,10,106,Rural,5,5,22,Male,2020,12,3,1,18,2
4368-001-03,10,106,Rural,5,5,31,Male,2020,12,4,1,18,2
4369-001-01,10,106,Rural,4,4,56,Male,2020,12,6,2,18,2
4370-001-01,10,106,Rural,4,5,50,Male,2022,1,3,1,18,2
4382-001-01,17,171,Rural,3,4,33,Female,2021,10,4,9,22,3
4383-001-01,17,171,Rural,1,2,41,Female,2021,10,13,1,NA,3
4384-001-01,17,171,Rural,5,5,52,Female,2021,10,4,5,25,3
4385-001-01,17,171,Rural,2,3,45,Male,2021,10,6,1,18,2
4386-001-02,17,171,Rural,2,2,34,Male,2021,10,4,1,18,2
4386-001-03,17,171,Rural,1,1,51,Female,2021,10,9,1,18,2
4386-001-05,17,171,Rural,3,4,31,Male,2021,10,4,7,15,1
4387-001-01,17,171,Rural,3,3,59,Male,2021,10,5,1,18,2
4388-001-01,17,171,Rural,1,2,37,Male,2021,10,5,1,18,2
4390-001-01,17,171,Rural,1,1,54,Male,2021,10,7,1,18,2
4401-001-01,17,172,Rural,1,1,60,Male,2021,2,6,7,18,2
4402-001-01,17,172,Urban,3,1,89,Female,2021,2,5,15,NA,3
4403-001-01,17,148,Urban,2,1,33,Male,2021,9,6,10,12,1
4404-001-01,17,172,Rural,5,5,62,Male,2021,2,1,7,17,1
4405-001-01,17,172,Urban,1,1,60,Male,2021,2,2,1,18,2
4405-001-02,17,171,Rural,1,1,35,Male,2021,2,5,7,13,1
4406-001-01,17,172,Rural,1,1,72,Female,2021,2,7,1,NA,3
4407-001-01,17,172,Rural,3,3,67,Male,2021,2,1,1,16,1
4409-001-01,17,172,Rural,1,1,40,Female,2021,2,3,7,NA,3
4420-001-01,17,172,Rural,4,5,68,Male,2021,3,3,1,NA,3
4421-001-01,17,172,Rural,1,1,66,Male,2021,3,6,1,2,1
4421-001-04,17,172,Rural,1,1,33,Male,2021,3,6,1,18,2
4422-001-01,13,131,Rural,1,1,28,Male,2021,10,5,1,15,1
4422-001-02,17,171,Rural,5,5,21,Male,2022,1,1,7,15,1
4422-001-04,17,172,Rural,2,2,44,Male,2021,3,5,10,18,2
4423-001-01,17,172,Rural,4,4,55,Female,2021,3,6,1,NA,3
4424-001-01,17,172,Rural,2,2,61,Male,2021,3,4,1,18,2
4424-001-03,19,197,Rural,5,5,26,Female,2021,12,1,5,25,3
4424-001-04,19,196,Rural,5,5,23,Male,2021,12,1,7,25,3
4425-001-01,17,172,Rural,3,4,43,Male,2021,3,3,1,18,2
4426-001-01,17,172,Rural,3,4,83,Female,2021,3,1,1,NA,3
4427-001-01,17,172,Rural,3,4,75,Female,2021,3,1,15,NA,3
4439-001-01,17,173,Rural,2,2,38,Male,2020,12,6,1,NA,3
4440-001-01,17,173,Rural,1,1,68,Male,2021,1,11,1,15,1
4441-001-01,17,173,Rural,1,1,56,Male,2020,12,9,1,18,2
4442-001-01,17,173,Rural,1,1,46,Male,2020,12,3,1,NA,3
4442-001-05,17,171,Rural,1,1,19,Male,2020,12,2,1,NA,3
4443-001-01,17,173,Rural,1,1,55,Male,2020,12,9,10,18,2
4443-001-03,17,173,Rural,3,3,40,Male,2020,12,11,1,18,2
4443-001-04,1,14,Rural,3,4,26,Male,2021,2,3,9,24,3
4443-001-05,17,173,Rural,2,3,25,Male,2020,12,3,10,18,2
4444-001-01,17,173,Rural,1,1,38,Male,2020,12,3,1,18,2
4445-001-01,17,173,Rural,1,1,43,Male,2020,12,7,1,18,2
4445-001-03,17,173,Rural,3,3,45,Male,2020,12,10,10,18,2
4445-001-04,17,173,Rural,1,1,60,Male,2021,1,17,1,18,2
4446-001-01,17,173,Rural,2,3,48,Male,2020,12,9,NA,NA,3
4458-001-01,17,177,Rural,3,3,33,Male,2021,3,5,1,15,1
4461-001-01,17,177,Rural,3,3,35,Male,2021,3,3,1,24,3
4462-001-01,17,177,Rural,1,1,49,Male,2021,3,11,1,NA,3
4463-001-01,17,177,Rural,2,3,48,Male,2021,3,6,1,NA,3
4463-001-02,17,174,Rural,1,1,55,Male,2021,3,2,1,18,2
4463-001-03,17,177,Rural,4,5,60,Male,2021,3,7,1,NA,3
4463-001-04,17,175,Rural,5,5,48,Female,2021,3,2,11,24,3
4463-001-05,17,177,Rural,3,4,23,Male,2021,3,3,7,17,1
4463-001-06,17,177,Rural,5,5,70,Male,2021,3,4,1,NA,3
4464-001-01,17,177,Rural,3,3,33,Male,2021,3,9,10,18,2
4464-001-04,17,177,Rural,2,3,30,Male,2021,3,5,10,18,2
4464-001-05,17,177,Rural,3,4,31,Male,2021,3,3,1,24,3
4465-001-01,17,177,Rural,3,4,36,Male,2021,3,5,1,15,1
4466-001-01,17,177,Rural,4,5,48,Male,2021,3,2,10,18,2
4467-001-01,17,177,Rural,3,4,38,Female,2021,3,1,9,NA,3
4478-001-01,17,174,Rural,1,1,44,Male,2020,12,8,1,NA,3
4478-001-03,17,174,Rural,3,3,26,Male,2020,12,3,1,18,2
4481-001-01,17,174,Rural,3,4,29,Male,2020,12,7,1,17,1
4482-001-03,17,174,Rural,1,2,53,Female,2020,12,5,1,NA,3
4482-001-06,17,176,Rural,2,2,26,Male,2021,2,3,1,NA,3
4483-001-01,17,174,Rural,2,3,58,Male,2020,12,5,1,NA,3
4484-001-01,17,174,Rural,2,3,45,Male,2020,12,7,1,14,1
4496-001-01,17,176,Rural,3,4,32,Male,2020,12,3,1,23,3
4497-001-01,17,174,Rural,4,5,75,Female,2020,12,2,1,NA,3
4498-001-01,17,174,Rural,1,1,41,Male,2021,2,5,1,18,2
4498-001-03,17,174,Rural,3,3,20,Male,2020,12,7,9,23,3
4499-001-02,17,176,Rural,4,5,32,Male,2020,12,4,1,18,2
4499-001-03,17,174,Rural,3,4,25,Male,2020,12,2,1,15,1
4500-001-01,17,174,Rural,1,2,90,Male,2020,12,3,15,NA,3
4501-001-02,17,176,Rural,3,4,28,Male,2020,12,2,1,22,3
4501-001-03,17,176,Rural,2,2,46,Male,2021,1,8,1,NA,3
4501-001-04,17,174,Rural,2,2,36,Male,2020,12,9,1,NA,3
4501-001-06,17,176,Rural,3,3,27,Male,2021,1,6,1,18,2
4501-001-07,17,176,Rural,3,3,47,Male,2020,12,13,1,12,1
4501-001-08,17,174,Rural,5,5,30,Male,2020,12,12,1,NA,3
4501-001-15,17,176,Rural,1,1,48,Male,2020,12,14,1,NA,3
4502-001-01,17,174,Rural,2,3,38,Male,2021,1,8,1,13,1
4502-001-02,17,176,Rural,5,5,33,Female,2021,2,1,9,NA,3
4503-001-01,17,174,Rural,2,3,44,Female,2020,12,14,1,18,2
4515-001-01,24,241,Rural,2,3,25,Female,2021,10,7,1,18,2
4516-001-01,24,241,Rural,1,1,35,Male,2021,10,8,1,18,2
4517-001-01,24,241,Rural,1,1,36,Male,2021,10,6,1,NA,3
4518-001-01,24,241,Rural,3,3,68,Male,2021,10,2,1,15,1
4519-001-01,14,147,Rural,1,1,39,Male,2021,11,11,1,15,1
4519-001-02,24,241,Rural,2,2,35,Female,2022,1,2,10,13,1
4519-001-05,14,147,Rural,1,2,29,Male,2021,11,6,1,18,2
4520-001-01,24,241,Rural,1,1,72,Female,2021,10,12,1,NA,3
4520-001-10,24,241,Rural,4,5,41,Male,2021,10,2,1,NA,3
4521-001-01,24,241,Rural,1,1,49,Female,2021,10,6,1,NA,3
4521-001-02,24,241,Rural,1,1,28,Male,2021,10,5,1,18,2
4521-001-03,24,241,Rural,4,4,25,Male,2021,10,2,7,NA,3
4521-001-04,24,241,Rural,1,2,53,Female,2021,10,10,1,NA,3
4522-001-01,24,241,Rural,1,1,73,Male,2021,10,7,1,14,1
4534-001-01,24,241,Rural,1,1,53,Male,2021,1,8,1,18,2
4535-001-01,24,241,Rural,1,2,59,Male,2021,1,19,1,18,2
4535-001-03,20,204,Rural,3,4,37,Male,2021,12,8,10,18,2
4537-001-01,24,241,Rural,2,2,45,Male,2021,1,6,1,NA,3
4538-001-01,24,241,Rural,2,3,90,Male,2021,1,4,NA,NA,3
4539-001-02,19,192,Rural,1,1,44,Female,2021,11,9,11,13,1
4540-001-01,24,241,Rural,1,1,70,Female,2021,1,4,1,NA,3
4540-001-02,24,241,Rural,1,1,34,Male,2021,1,5,1,18,2
4543-001-01,24,241,Rural,1,1,74,Female,2021,1,7,1,NA,3
4543-001-04,24,241,Rural,1,1,53,Male,2021,1,9,1,18,2
4553-001-01,24,241,Rural,3,4,32,Male,2022,1,5,7,15,1
4556-001-01,24,241,Urban,1,1,49,Female,2021,11,3,10,18,2
4557-001-01,24,241,Urban,2,1,55,Male,2021,11,5,7,18,2
4560-001-01,17,175,Urban,1,1,55,Male,2022,1,3,3,NA,3
4564-001-01,24,241,Urban,3,2,46,Female,2021,11,5,10,NA,3
4572-001-01,24,242,Rural,1,1,43,Male,2021,2,7,1,13,1
4573-001-01,24,242,Rural,1,2,58,Female,2021,2,5,1,18,2
4573-001-06,52,521,Rural,3,3,24,Male,2021,8,3,9,18,2
4574-001-01,24,242,Rural,1,1,65,Male,2021,2,23,1,NA,3
4574-001-11,24,242,Rural,2,3,42,Male,2021,2,14,1,NA,3
4574-001-14,24,242,Rural,2,2,57,Male,2021,2,15,1,NA,3
4575-001-01,24,242,Rural,3,4,66,Female,2021,2,10,16,NA,3
4575-001-03,20,203,Rural,1,2,31,Female,2022,1,4,10,18,2
4576-001-01,24,242,Rural,1,1,60,Female,2021,2,4,1,NA,3
4577-001-01,24,242,Rural,1,1,40,Female,2021,2,6,7,NA,3
4579-001-01,24,242,Rural,3,3,53,Female,2021,2,12,1,18,2
4591-001-01,13,133,Rural,3,3,78,Male,2021,2,8,1,NA,3
4593-001-01,24,243,Rural,1,1,60,Female,2020,12,23,1,18,2
4594-001-01,24,243,Rural,5,5,44,Male,2020,12,17,1,18,2
4595-001-01,24,243,Rural,1,1,42,Male,2020,12,11,1,18,2
4596-001-01,24,243,Rural,1,1,39,Male,2020,12,8,1,18,2
4597-001-01,24,243,Rural,1,1,47,Male,2020,12,10,1,NA,3
4598-001-01,24,243,Rural,1,1,36,Female,2020,12,5,1,18,2
4610-001-01,17,176,Rural,1,2,57,Female,2021,2,2,1,NA,3
4610-001-03,24,243,Rural,4,4,28,Male,2020,12,1,7,18,2
4611-001-01,24,243,Rural,1,2,35,Male,2020,12,7,1,NA,3
4613-001-01,24,243,Rural,1,1,52,Female,2020,12,2,1,NA,3
4614-001-01,24,243,Rural,1,1,45,Male,2020,12,7,1,18,2
4615-001-01,24,243,Rural,3,3,43,Male,2020,12,5,5,25,3
