hhid,energy_kcal,vita_rae_mcg,thia_mg,ribo_mg,niac_mg,vitb6_mg,folate_mcg,vitb12_mcg,fe_mg,zn_mg
1350-001-01,1847.198822017152,175.9892047888592,0.936158417570479,0.7126903887893258,13.928171878019437,1.0055735301878963,204.94922770284091,17.188977044405192,12.456690408467928,9.903685801013255
1350-001-04,180.03633746048965,7.147004312292979,0.058621446221033324,0.05358829174751027,0.4046261439498934,0.054405054497478525,17.59630279665024,0,0.7470404879569731,0.2630718564013665
1361-001-01,2802.4690871448297,424.51519400684117,1.2119745359680996,1.4131184449739327,13.697255120491013,1.1320828151085056,377.5345926319293,3.328139112575717,16.747420095190673,12.497845273983701
1364-001-04,3849.734513391209,528.9934989171634,1.8517256908271338,1.6925333484406162,19.846847776423672,1.5005068425080137,473.1387730674473,2.917740117827198,29.534452843967422,15.371812773991229
1366-001-01,3080.576729327811,567.8595399428633,1.934450754927852,1.6002339193682869,22.533833126130073,1.935513911816719,560.9148632796447,3.443841887932493,37.1649580447757,14.09033933565155
1368-001-01,3123.2103235042136,516.8584182064166,1.8203091217261689,1.6330736219690813,18.731155423007543,1.7971748873400155,591.7761508915007,3.7440518783623493,25.66647978828074,12.672672122890612
1380-001-02,1619.1905725214954,86.43085007323742,0.9272332468935388,0.523047041229277,7.895782486817033,1.0163797820599487,166.49600636825062,0,9.806381677149549,5.769132405219783
1383-001-01,3421.4432329592714,150.01150051813892,1.7975886749434273,1.1456420239030864,20.06806907923452,2.4593819918589923,329.3726136252982,17.396225438969676,21.4656519596207,14.84682437638344
1384-001-01,1750.9597897673525,116.14840583580896,0.8826734711326466,0.527586754656867,7.976108217685236,0.9030477064634929,404.62173554808027,0.20198192776528526,11.783917240059068,5.594921982537647
1385-001-01,4913.778497045878,225.82394119694862,3.7109063825628557,1.4016298934626126,25.027907176723634,3.3420782608517925,1019.8992818202127,13.092107357445991,37.40399749855348,21.502716046441492
1386-001-01,1573.0710216413256,105.13053462955969,0.6191582908289358,0.5287832765592768,7.470208909408417,0.49260014680303305,133.7893718097745,0.3763445527058916,7.808026336230268,5.605490384843724
