itemcode,itemname.x,median,median_se,qt_q25,qt_q75,qt_q25_se,qt_q75_se,itemname.y,per
106,Millet and sorghum (grain),32.810780724531746,0,20.773305331450477,32.810780724531746,NA,0,MILLET AND SORGHUM (GRAIN),0.7
7033,Other fruits,32.31449636066403,NA,26.500162999359095,77.94291449202726,NA,0,OTHER FRUITS,1.3
6021,Cabbage,31.13604810120387,5.217907112649988,17.411089541220555,48.67389861967194,2.49644667646274,10.921606870826235,CABBAGE,23.5
802,Beef including minced sausage,30.26108192283565,9.957321009997,30.26108192283565,52.268248591251094,9.957321009997,NA,BEEF (INCLUDING MINCED SAUSAGE),49.4
6023,Other green vegetable,29.451485671765422,4.020330940521173,12.62418599772735,60.76999993366311,1.9430071047311914,6.913170709233227,OTHER GREEN VEGETABLE,75.6
803,Pork (including sausages and bacon),28.75763398856612,7.213719947295116,18.75973773952946,57.43763581456164,3.3108196759722652,20.268847751136796,PORK (INCLUDING SAUSAGES AND BACON),7.9
112,Other cereal products,28.567909028785746,NA,28.567909028785746,73.80293824530733,NA,0,OTHER CEREAL PRODUCTS,0.4
11011,Buns,25.85233769408143,2.6050550169553417,14.778983558579695,39.440801623475906,2.7072045046032716,4.648006629847762,BUNS,35.3
6022,Chiness/spinach,24.379269147472677,3.347706564583285,10.158028811446949,38.03514446877513,2.5507660058092614,6.6857243430758295,CHINESS/SPINACH,24
1001,Cooking oil,24.157053451684614,1.8234784864033593,16.12273763203658,37.66872499645009,1.1625142767611238,2.5744105132079684,COOKING OIL,95.5
801,Goat meat,24.146666354979537,6.3031954253564235,13.858182592831648,40.34322697898724,6.322477413088209,18.155978444992382,GOAT MEAT,12.6
7023,Other citrus fruits,23.80629883088432,NA,23.80629883088432,23.80629883088432,NA,NA,OTHER CITRUS FRUITS,0.6
111,"Macaroni, spaghetti",23.290196407733134,3.777386716607426,14.92761580633354,34.359852258437044,2.4558085577413173,NA,"MACARONI, SPAGHETTI",12.7
502,Coconuts (mature/immature),22.35390955236101,5.016562786232511,8.793779990116253,33.32046755654896,2.2276014702113964,7.295972838774121,COCONUTS (MATURE/IMMATURE),13.4
501,Groundnuts in shell/shelled,20.072990756534075,2.5935352092105592,12.799914953612808,27.45413192282959,0.6805600702734713,8.18405396642305,GROUNDNUTS IN SHELL/SHELLED,13.1
6013,"Carrots and green pepper, other viungo",19.256285328503587,2.099148291765261,9.713036833133176,35.56390696188449,1.3991442335661441,3.421202247199746,"CARROTS AND GREEN PEPPER, OTHER VIUNGO",72.3
4011,Peas,19.053865228046362,3.176846657137913,12.99236840507388,26.461596531633855,3.7836423246803785,7.619951416051727,PEAS,6.3
1002,"Butter, margarine, ghee and other fat products",18.582159639085255,NA,3.497878097561327,22.391611275053435,NA,NA,"BUTTER, MARGARINE, GHEE AND OTHER FAT PRODUCTS",2.7
207,Other starches,17.764332212224968,NA,17.764332212224968,17.764332212224968,NA,NA,OTHER STARCHES,0.2
110,"Buns, cakes and biscuits",17.070353905189343,NA,17.070353905189343,57.43763581456164,NA,NA,NA,NA
6011,Onions,15.481313642580604,1.1689810954674722,8.53298054216214,26.013540056969877,0.7878554556539852,2.455551231474994,ONIONS,96
